hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
GCF_057730755.1|NZ_CM173193.1|NZ_CM173193.1_897	clust_rep_seq	8172	398	PD-T4-8__PD-T4-8	2.8e-142	473.9	0.988	0.977	2	390
GCF_057814595.1|NZ_CM174090.1|NZ_CM174090.1_2120	clust_rep_seq	8183	369	GAPS4__GAPS4b	2e-127	424.6	0.987	0.997	1	368
GCF_057814595.1|NZ_CM174090.1|NZ_CM174090.1_2121	clust_rep_seq	8184	316	GAPS4__GAPS4a	4.7e-114	380.4	0.997	0.994	1	314
GCF_000354175.2|NC_022349.1|NC_022349.1_851	clust_rep_seq	8205	188	RM_Type_IV__Type_IV_05	1.3000000000000001e-20	73.9	0.449	0.723	53	188
GCF_000354175.2|NC_022349.1|NC_022349.1_872	clust_rep_seq	8208	230	Aristaios__Aristaios	8.699999999999999e-44	149.8	0.586	0.817	4	191
GCF_000354175.2|NC_022349.1|NC_022349.1_879	clust_rep_seq	8213	512	Hailong__HalA	5.2000000000000004e-30	104.4	0.724	0.531	239	510
GCF_000430425.1|NC_021848.1|NC_021848.1_900	clust_rep_seq	8224	166	gcu233__gcu233	2.8e-58	196.1	0.965	0.976	1	162
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_746	clust_rep_seq	8242	255	Sirona__VCA0356	1.4e-86	289.8	0.924	0.992	1	253
GCF_001188185.2|NZ_CP026041.1|NZ_CP026041.1_1628	clust_rep_seq	8246	185	VP1839__VP1839	3e-13	49.2	0.833	0.795	24	170
GCF_001188185.2|NZ_CP026041.1|NZ_CP026041.1_1658	clust_rep_seq	8261	277	DS-15__DS-15A	2.6e-110	367.7	0.982	0.989	2	275
GCF_001188185.2|NZ_CP026041.1|NZ_CP026041.1_1660	clust_rep_seq	8262	237	DS-15__DS-15C	1.1e-12	47.4	0.892	0.928	3	222
GCF_001188185.2|NZ_CP026041.1|NZ_CP026041.1_1663	clust_rep_seq	8264	268	Shedu__SduA	2e-52	178.6	0.688	0.959	8	264
GCF_001188185.2|NZ_CP026041.1|NZ_CP026041.1_1675	clust_rep_seq	8269	376	Paris_II__AriA_AAA21	2.3e-14	53.1	0.836	0.878	3	332
GCF_001188185.2|NZ_CP026041.1|NZ_CP026041.1_1693	clust_rep_seq	8276	285	Aristaios__Aristaios	9e-28	97.2	0.558	0.905	14	271
GCF_000021605.1|NC_012580.1|NC_012580.1_291	clust_rep_seq	8320	521	RT_I_II_III_IV_V_VI_1	3.4e-17	61.8	0.455	0.269	167	306
GCF_000021605.1|NC_012580.1|NC_012580.1_291	clust_rep_seq	8320	521	UG14__UG14	2.1e-202	672.9	0.992	0.987	6	519
GCF_000024825.1|NC_013456.1|NC_013456.1_1529	clust_rep_seq	8330	263	Rst_2TM_1TM_TIR__Rst_TIR_tm	4.5e-61	206.7	0.829	0.913	2	241
GCF_000024825.1|NC_013456.1|NC_013456.1_1552	clust_rep_seq	8339	243	Aristaios__Aristaios	7.6e-17	61.3	0.558	0.914	3	224
GCF_000024825.1|NC_013456.1|NC_013456.1_1571	clust_rep_seq	8347	251	JukAB__JukA	5.2e-106	353.6	0.926	0.992	1	249
GCF_000091465.1|NC_011744.2|NC_011744.2_792	clust_rep_seq	8366	533	Paris_II__AriA_AAA21	2e-16	59.9	0.433	0.302	91	251
GCF_000091465.1|NC_011744.2|NC_011744.2_792	clust_rep_seq	8366	533	Paris_II_merge__AAA_21_DUF4435	2.4999999999999998e-135	451.7	0.884	0.923	13	504
GCF_000186585.1|NC_014965.1|NC_014965.1_1350	clust_rep_seq	8387	154	VP1817__VP1817	3.2e-36	124.1	0.967	0.981	1	151
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1772	clust_rep_seq	8414	271	Aristaios__Aristaios	1.1e-15	57.4	0.545	0.937	1	254
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron__RT_Tot_12	9.400000000000001e-30	103.6	0.733	0.465	50	296
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron__RT_Tot_1	3.1e-32	111.5	0.84	0.497	57	320
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron__RT_Tot_11	6.200000000000001e-36	123.6	0.818	0.539	78	363
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron__RT_Tot_9	8.1e-38	129.9	0.652	0.49	57	316
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron__RT_Tot_13	1.4e-47	161.7	0.676	0.443	67	301
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron__RT_Tot_4	1.4999999999999998e-47	161.8	0.843	0.501	59	324
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron__RT_Tot_5	3.6e-58	196.7	0.489	0.482	68	323
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron__RT_Tot_10	6.7e-59	199.3	0.815	0.533	41	323
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron__RT_Tot_14	3.2e-62	209.8	0.861	0.497	55	318
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron__RT_Tot_6	1.2e-64	217.7	0.874	0.612	51	375
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron__RT_Tot_7	2.9e-72	243.2	0.802	0.629	44	377
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron__RT_Tot_15	2.1e-80	270.9	0.5	0.635	43	379
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron_I_C__RT_1_C2	1.1999999999999999e-89	300.8	0.472	0.503	48	314
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron_I_C__RT_1_C1	5.2e-92	308.5	0.542	0.599	52	369
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron_I_C__RT_1_C3	4.3e-101	338.8	0.573	0.633	48	383
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	clust_rep_seq	8427	531	Retron_XII__RT_12	1.2000000000000001e-191	637.5	0.826	0.902	33	511
GCF_001469735.1|NZ_CP013486.1|NZ_CP013486.1_109	clust_rep_seq	8441	144	VP1817__VP1817	9e-36	122.6	0.98	0.958	1	138
GCF_001547935.1|NZ_AP014636.1|NZ_AP014636.1_688	clust_rep_seq	8446	439	RT_I_II_III_IV_V_VI_1	1.2e-74	250.4	0.946	0.677	26	322
GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_494	clust_rep_seq	8466	140	Lugos__Lugos	5.2e-26	90.5	0.794	0.957	2	135
GCF_001558475.2|NZ_CP014042.2|NZ_CP014042.2_1079	clust_rep_seq	8468	296	DS-33__DS-33	2.3e-106	355.0	0.916	0.946	10	289
GCF_001558475.2|NZ_CP014042.2|NZ_CP014042.2_1096	clust_rep_seq	8472	277	Aristaios__Aristaios	3.1e-33	115.2	0.57	0.982	2	273
GCF_001558475.2|NZ_CP014042.2|NZ_CP014042.2_1098	clust_rep_seq	8473	597	Gabija__GajA	8.4e-33	113.6	0.846	0.903	1	539
GCF_001558475.2|NZ_CP014042.2|NZ_CP014042.2_1122	clust_rep_seq	8478	370	Rugutis__Rugutis	9.3e-115	383.4	0.853	0.935	5	350
GCF_001558495.2|NZ_CP014046.2|NZ_CP014046.2_1898	clust_rep_seq	8492	248	PD-T7-4__PD-T7-4	2.1e-74	249.1	0.967	0.984	3	246
GCF_002863725.1|NZ_CP019121.1|NZ_CP019121.1_1546	clust_rep_seq	8539	167	Esos__VCA0450	9.400000000000001e-28	97.3	0.465	0.928	1	155
GCF_002874845.2|NZ_CP170009.1|NZ_CP170009.1_431	clust_rep_seq	8571	296	Paris_I__AriB_DUF4435_I	4.8e-38	131.2	0.88	0.953	3	284
GCF_002874845.2|NZ_CP170009.1|NZ_CP170009.1_432	clust_rep_seq	8572	448	Retron_I_A__ATPase_TypeIA	1.8e-15	56.5	0.693	0.975	3	439
GCF_002874845.2|NZ_CP170009.1|NZ_CP170009.1_432	clust_rep_seq	8572	448	Septu__PtuA	2e-26	93.3	0.72	0.962	5	435
GCF_002874845.2|NZ_CP170009.1|NZ_CP170009.1_432	clust_rep_seq	8572	448	Paris_II__AriA_AAA21	5.5000000000000006e-55	186.8	0.839	0.989	2	444
GCF_002874845.2|NZ_CP170009.1|NZ_CP170009.1_432	clust_rep_seq	8572	448	Paris_I__AriA_AAA15	1.3e-77	261.6	0.917	0.989	2	444
GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_122	clust_rep_seq	8596	346	Shedu__SduA	2.8e-40	138.6	0.753	0.905	31	343
GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_135	clust_rep_seq	8600	236	Aristaios__Aristaios	1.4e-20	73.5	0.598	0.915	13	228
GCF_009665415.1|NZ_CP035921.1|NZ_CP035921.1_278	clust_rep_seq	8610	597	DUF262_Shlafen_pSlfn7__pSlfn7	2.5e-192	640.2	0.997	0.982	2	587
GCF_009665415.1|NZ_CP035921.1|NZ_CP035921.1_329	clust_rep_seq	8622	271	Aristaios__Aristaios	3.6e-19	68.9	0.536	0.875	3	239
GCF_009665475.1|NZ_CP035731.1|NZ_CP035731.1_282	clust_rep_seq	8624	148	Dag__Dag8	3e-58	196.6	0.736	0.973	1	144
GCF_009665475.1|NZ_CP035731.1|NZ_CP035731.1_319	clust_rep_seq	8633	161	PhiR47.1_PanTA__PanA	1.6999999999999998e-53	180.4	0.735	0.963	1	155
GCF_009665475.1|NZ_CP035731.1|NZ_CP035731.1_320	clust_rep_seq	8634	118	PhiR47.1_PanTA__PanT	6.6e-20	70.5	0.726	0.771	28	118
GCF_009665475.1|NZ_CP035731.1|NZ_CP035731.1_341	clust_rep_seq	8640	551	Menshen__NsnB	1e-32	113.7	0.736	0.481	268	532
GCF_009762965.1|NZ_CP046741.1|NZ_CP046741.1_527	clust_rep_seq	8680	318	Shedu__SduA	1.9e-52	178.6	0.747	0.881	35	314
GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1925	clust_rep_seq	8694	277	AbiJ__AbiJ	5.2e-09	35.4	0.57	0.621	103	274
GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1929	clust_rep_seq	8695	333	PD-T4-10__PD-T4-10_B	2.1e-112	375.4	0.994	0.994	1	331
GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1930	clust_rep_seq	8696	140	PD-T4-10__PD-T4-10_A	1.5e-54	183.3	0.958	0.971	1	136
GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_380	clust_rep_seq	8704	537	RT_I_II_III_IV_V_VI_1	7e-13	47.7	0.498	0.277	142	290
GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_380	clust_rep_seq	8704	537	DRT6__DRT6	2.3000000000000002e-184	613.7	0.887	0.935	18	519
GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_618	clust_rep_seq	8706	444	CBASS__Cyclase_SMODS	5.3e-06	26.3	0.616	0.216	23	118
GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_618	clust_rep_seq	8706	444	CBASS__A_Cyclase_AGS_C	3.2e-22	78.4	0.867	0.243	321	428
GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_618	clust_rep_seq	8706	444	CBASS__Cyclase_II	2.1999999999999997e-41	141.6	0.882	0.633	10	290
GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_619	clust_rep_seq	8707	192	Panoptes__OptE	6.7e-09	35.3	0.809	0.839	15	175
GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_619	clust_rep_seq	8707	192	CBASS__2TM_Gros	7.9e-12	45.3	0.531	0.885	22	191
GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_619	clust_rep_seq	8707	192	CBASS__Effector_2TM_S_2TMBeta	4.2e-15	55.4	0.961	0.906	16	189
GCF_013357785.1|NZ_CP053811.1|NZ_CP053811.1_314	clust_rep_seq	8714	327	Dnd__DndB	8.9e-12	43.9	0.665	0.862	13	294
GCF_013357785.1|NZ_CP053811.1|NZ_CP053811.1_314	clust_rep_seq	8714	327	Dpd__DpdB	6.6e-15	54.0	0.77	0.844	12	287
GCF_013357785.1|NZ_CP053811.1|NZ_CP053811.1_340	clust_rep_seq	8717	291	Resolvase_DUF5677__Resolvase_DUF5677	1.2e-05	24.2	0.482	0.491	34	176
GCF_013357805.1|NZ_CP053814.1|NZ_CP053814.1_468	clust_rep_seq	8734	273	Belisama__VCA0458	7.6e-60	201.9	0.777	0.839	2	230
GCF_013357845.1|NZ_CP053817.1|NZ_CP053817.1_340	clust_rep_seq	8737	158	Kiwa__KwaB	1.4e-44	152.4	0.511	1.0	1	158
GCF_013357845.1|NZ_CP053817.1|NZ_CP053817.1_368	clust_rep_seq	8740	277	Retron_VII_2__DUF3800	5.1e-13	49.1	0.972	0.751	3	210
GCF_013357865.1|NZ_CP053821.1|NZ_CP053821.1_264	clust_rep_seq	8744	160	Thoeris__ThsB_1	3.0000000000000003e-63	212.4	0.981	0.981	3	159
GCF_013357865.1|NZ_CP053821.1|NZ_CP053821.1_272	clust_rep_seq	8746	441	Menshen__NsnB	8.499999999999999e-47	159.9	0.91	0.98	2	433
GCF_013357865.1|NZ_CP053821.1|NZ_CP053821.1_272	clust_rep_seq	8746	441	HEC-03__HEC-03B	2.9000000000000003e-63	213.9	0.811	0.993	1	438
GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1754	clust_rep_seq	8767	539	Gabija__GajA	2.6e-33	115.3	0.771	0.848	1	457
GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1797	clust_rep_seq	8773	396	DS-34__DS-34B	3.7000000000000005e-71	239.5	0.834	0.689	104	376
GCF_013393865.1|NZ_CP040101.1|NZ_CP040101.1_1579	clust_rep_seq	8776	380	gcu24__gcu24	1.2e-42	146.1	0.855	0.932	4	357
GCF_013393865.1|NZ_CP040101.1|NZ_CP040101.1_1579	clust_rep_seq	8776	380	DS-5__DS-5B	2.4e-78	263.5	0.992	0.995	1	378
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1877	clust_rep_seq	8784	244	CBASS__Endonuc_small	1.8e-08	33.9	0.535	0.529	2	130
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1877	clust_rep_seq	8784	244	PD_DExK_I_II_III_IV_V_VI_5	2.4e-18	65.4	0.969	0.504	1	123
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1916	clust_rep_seq	8790	247	Aristaios__Aristaios	1.7e-51	175.2	0.579	0.939	4	235
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_1009	clust_rep_seq	8844	487	PD-Lambda-1__PD-Lambda-1	7.2e-177	588.5	0.992	0.984	9	487
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_1015	clust_rep_seq	8849	368	Hailong__HalA	2.4e-47	161.4	0.78	0.788	78	367
GCF_024347535.1|NZ_AP025497.1|NZ_AP025497.1_1330	clust_rep_seq	8859	300	Belisama__VCA0458	2.9e-24	85.1	0.794	0.783	61	295
GCF_024347655.1|NZ_AP025514.1|NZ_AP025514.1_1325	clust_rep_seq	8883	380	Resolvase_Schlafen__Resolvase_Schlafen	8.9e-110	367.0	0.971	0.997	1	379
GCF_024347655.1|NZ_AP025514.1|NZ_AP025514.1_1624	clust_rep_seq	8888	69	PD-T2-1__PD-T2-1A	1.2e-09	38.5	0.756	0.928	1	64
GCF_030994145.1|NZ_CP099919.1|NZ_CP099919.1_1209	clust_rep_seq	8931	433	PD-T7-3__PD-T7-3	5.999999999999999e-44	150.4	0.91	0.873	8	385
GCF_031883075.1|NZ_CP134783.1|NZ_CP134783.1_1528	clust_rep_seq	8953	297	Nemetona__VCA0441	9.500000000000001e-144	477.6	0.993	1.0	1	297
GCF_031883075.1|NZ_CP134783.1|NZ_CP134783.1_1551	clust_rep_seq	8956	217	Dag__Dag15	4.499999999999999e-81	271.3	0.973	0.982	5	217
GCF_032463505.1|NZ_CP135968.1|NZ_CP135968.1_1755	clust_rep_seq	8972	277	Lamassu__LmuA_Protease_II	6.6e-11	41.5	0.449	0.671	86	271
GCF_032463505.1|NZ_CP135968.1|NZ_CP135968.1_1756	clust_rep_seq	8973	236	RT_I_II_III_IV_V_VI_1	1e-12	47.1	0.566	0.661	59	214
GCF_032463505.1|NZ_CP135968.1|NZ_CP135968.1_1756	clust_rep_seq	8973	236	Retron__RT_Tot_12	2e-29	102.6	0.604	0.801	27	215
GCF_032463505.1|NZ_CP135968.1|NZ_CP135968.1_1756	clust_rep_seq	8973	236	Retron__RT_Tot_8	3.8e-32	111.1	0.51	0.814	25	216
GCF_032463505.1|NZ_CP135968.1|NZ_CP135968.1_1756	clust_rep_seq	8973	236	Retron__RT_Tot_9	4.8e-33	114.2	0.496	0.818	28	220
GCF_032463505.1|NZ_CP135968.1|NZ_CP135968.1_1756	clust_rep_seq	8973	236	Retron__RT_Tot_1	1.1e-35	122.8	0.551	0.695	55	218
GCF_032463505.1|NZ_CP135968.1|NZ_CP135968.1_1756	clust_rep_seq	8973	236	Retron__RT_Tot_11	1.2e-36	125.9	0.478	0.678	60	219
GCF_032463505.1|NZ_CP135968.1|NZ_CP135968.1_1756	clust_rep_seq	8973	236	Retron__RT_Tot_4	1.8e-46	158.3	0.593	0.75	55	231
GCF_032463505.1|NZ_CP135968.1|NZ_CP135968.1_1756	clust_rep_seq	8973	236	Retron__RT_Tot_13	5.1e-50	169.7	0.589	0.822	26	219
GCF_032463505.1|NZ_CP135968.1|NZ_CP135968.1_1756	clust_rep_seq	8973	236	Retron__RT_Tot_10	9.4e-52	175.8	0.622	0.873	26	231
GCF_032463505.1|NZ_CP135968.1|NZ_CP135968.1_1756	clust_rep_seq	8973	236	Retron__RT_Tot_14	1.4e-52	178.2	0.693	0.856	31	232
GCF_032463505.1|NZ_CP135968.1|NZ_CP135968.1_1756	clust_rep_seq	8973	236	Retron__RT_Tot_6	3e-56	190.2	0.578	0.814	26	217
GCF_032463505.1|NZ_CP135968.1|NZ_CP135968.1_1756	clust_rep_seq	8973	236	Retron__RT_Tot_7	1.6999999999999997e-67	227.5	0.532	0.869	28	232
GCF_049817095.1|NZ_CP187446.1|NZ_CP187446.1_2137	clust_rep_seq	9003	361	Lamassu__LmuA_Hydrolase	8.3e-14	50.8	0.757	0.778	9	289
GCF_050888945.2|NZ_CP180435.1|NZ_CP180435.1_1143	clust_rep_seq	9020	262	CBASS__Endonuc_small	1.4e-14	53.9	0.452	0.412	3	110
GCF_050888945.2|NZ_CP180435.1|NZ_CP180435.1_1143	clust_rep_seq	9020	262	PD_DExK_I_II_III_IV_V_VI_5	1.5e-26	91.9	0.945	0.454	4	122
GCF_051046905.1|NZ_CP095332.1|NZ_CP095332.1_788	clust_rep_seq	9032	275	PhiR5.1_HipAD__HipD2	4.2e-42	144.3	0.978	0.975	1	268
GCF_051046905.1|NZ_CP095332.1|NZ_CP095332.1_789	clust_rep_seq	9033	268	DS-6__DS-6A	5.7e-32	111.0	0.651	0.937	15	265
GCF_051046905.1|NZ_CP095332.1|NZ_CP095332.1_789	clust_rep_seq	9033	268	PhiR5.1_HipAD__HipA2	5.8e-41	140.0	0.933	0.896	25	264
GCF_051046905.1|NZ_CP095332.1|NZ_CP095332.1_807	clust_rep_seq	9037	183	Esos__VCA0450	7.5e-19	68.0	0.438	0.792	22	166
GCF_051131115.1|NZ_CP150876.1|NZ_CP150876.1_1865	clust_rep_seq	9039	374	Retron_VII_2__DUF3800	3.6e-08	33.5	0.935	0.751	5	285
GCF_051131125.1|NZ_CP150869.1|NZ_CP150869.1_1106	clust_rep_seq	9047	209	PD-T7-4__PD-T7-4	1.5e-84	282.2	0.986	0.99	1	207
GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1816	clust_rep_seq	9061	347	FS_HsdR_like__HdrR	5.2e-72	242.5	0.945	0.983	6	346
GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1816	clust_rep_seq	9061	347	DS-38__DS-38	6.900000000000001e-102	340.4	0.974	0.994	3	347
GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1816	clust_rep_seq	9061	347	HEC-08__HEC-08	1.3e-116	389.1	0.955	0.991	4	347
GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1864	clust_rep_seq	9070	274	Aristaios__Aristaios	1.4e-26	93.3	0.551	0.898	19	264
GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1874	clust_rep_seq	9072	188	ShosTA__ShosT	4.4e-05	22.8	0.637	0.809	34	185
GCF_051175305.1|NZ_CP195090.1|NZ_CP195090.1_625	clust_rep_seq	9089	535	Paris_II_merge__AAA_21_DUF4435	1.2000000000000001e-191	637.6	0.944	0.983	4	529
GCF_051175305.1|NZ_CP195090.1|NZ_CP195090.1_627	clust_rep_seq	9090	341	Lamassu__LmuA_Protease_II	2.4e-07	29.8	0.426	0.557	30	219
GCF_051175305.1|NZ_CP195090.1|NZ_CP195090.1_653	clust_rep_seq	9091	265	PD_DExK_I_II_III_IV_V_VI_5	2.4e-16	58.9	0.913	0.464	7	129
GCF_057439825.1|NZ_CM171998.1|NZ_CM171998.1_1225	clust_rep_seq	9101	342	mEp332_T2SS_GspM__T2SS_GspM	3.7e-114	380.8	0.985	0.982	3	338
GCF_057730755.1|NZ_CM173193.1|NZ_CM173193.1_910	clust_rep_seq	9125	348	PD-T7-1__PD-T7-1	8.3e-48	162.7	0.683	0.894	1	311
GCF_057730755.1|NZ_CM173193.1|NZ_CM173193.1_910	clust_rep_seq	9125	348	PD-T7-5__PD-T7-5	7.5e-130	432.6	0.916	0.991	1	345
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_861	clust_rep_seq	9134	287	AbiH__AbiH	2.4000000000000003e-55	187.9	0.992	0.875	4	254
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_875	clust_rep_seq	9141	329	Divona__VCA0374	5.7e-119	396.6	0.979	0.973	5	324
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_892	clust_rep_seq	9149	241	AbiAlpha__AbiAlpha	1.3e-25	90.0	0.694	0.535	65	193
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron__RT_Tot_12	5.9000000000000005e-30	104.3	0.752	0.44	3	261
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron__RT_Tot_9	2.9e-31	108.3	0.632	0.439	16	273
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron__RT_Tot_1	7.7e-33	113.5	0.885	0.498	22	314
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron__RT_Tot_11	1.5e-34	119.1	0.597	0.378	40	261
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron__RT_Tot_13	5.1e-43	146.7	0.832	0.51	16	315
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron__RT_Tot_4	2.1e-45	154.8	0.846	0.478	34	314
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron__RT_Tot_5	5.5e-52	176.3	0.552	0.512	14	314
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron__RT_Tot_14	1.6999999999999998e-53	181.2	0.941	0.503	14	309
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron__RT_Tot_10	3.2e-55	187.2	0.858	0.524	6	313
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron__RT_Tot_6	1.9e-56	190.9	0.843	0.52	9	314
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron__RT_Tot_7	7.299999999999999e-67	225.4	0.762	0.527	15	324
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron__RT_Tot_15	8.999999999999999e-73	245.7	0.471	0.526	6	314
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron_I_C__RT_1_C3	1.3e-94	317.4	0.635	0.641	8	384
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron_XII__RT_12	4.1999999999999996e-103	345.2	0.653	0.651	4	386
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron_I_C__RT_1_C2	3.3e-164	547.0	0.993	0.985	6	584
GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	clust_rep_seq	9152	588	Retron_I_C__RT_1_C1	5.5e-228	757.4	0.983	0.995	1	585
GCF_058267735.1|NZ_CM177832.1|NZ_CM177832.1_1274	clust_rep_seq	9189	243	Aristaios__Aristaios	2.9e-55	187.5	0.607	0.975	6	242
GCF_000006745.1|NC_002506.1|NC_002506.1_280	clust_rep_seq	9207	402	Ogmios__VCA0308	3.2e-257	853.0	0.969	0.998	2	402
GCF_000006745.1|NC_002506.1|NC_002506.1_281	clust_rep_seq	9208	234	EcoKMcrA__EcoKMcrA	1.9000000000000002e-31	109.3	0.464	0.825	36	228
GCF_000006745.1|NC_002506.1|NC_002506.1_291	clust_rep_seq	9212	148	Nantosuelta__VCA0322	2.0999999999999999e-75	253.0	0.57	0.993	1	147
GCF_000006745.1|NC_002506.1|NC_002506.1_334	clust_rep_seq	9229	200	Sucellos__SclB_VCA0368	4.9000000000000003e-76	254.0	0.941	0.985	1	197
GCF_000006745.1|NC_002506.1|NC_002506.1_352	clust_rep_seq	9235	276	Taranis__VCA0396	1.2999999999999999e-114	381.7	0.958	0.993	2	275
GCF_000006745.1|NC_002506.1|NC_002506.1_355	clust_rep_seq	9237	280	CBASS__Endonuc_small	1.8e-16	60.1	0.705	0.643	48	227
GCF_000006745.1|NC_002506.1|NC_002506.1_355	clust_rep_seq	9237	280	PD_DExK_I_II_III_IV_V_VI_5	2e-31	107.7	0.835	0.382	45	151
GCF_000006745.1|NC_002506.1|NC_002506.1_355	clust_rep_seq	9237	280	Damona__VCA0399	1.2e-82	276.8	0.957	0.932	19	279
GCF_000006745.1|NC_002506.1|NC_002506.1_362	clust_rep_seq	9240	152	Lugos__Lugos	1.2e-26	92.5	0.85	0.967	5	151
GCF_000006745.1|NC_002506.1|NC_002506.1_363	clust_rep_seq	9241	120	Cernunnos__VCA0410	4.5e-49	165.7	0.686	0.992	1	119
GCF_009665215.1|NZ_CP035680.1|NZ_CP035680.1_1968	clust_rep_seq	9285	385	Shedu__SduA	2.5e-64	217.7	0.831	0.912	34	384
GCF_009665315.1|NZ_CP035693.1|NZ_CP035693.1_2390	clust_rep_seq	9290	247	AbiG__AbiGi	2.1e-18	66.2	0.819	0.866	6	219
GCF_013357825.1|NZ_CP053823.1|NZ_CP053823.1_503	clust_rep_seq	9302	467	Paris_II__AriA_AAA21	7.399999999999999e-22	77.7	0.811	0.863	6	408
