sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
clust_rep_seq_AbiAlpha_12	AbiAlpha	AbiAlpha	Defense	GCF_013393865.1|NZ_CP040101.1|NZ_CP040101.1_1561	GCF_013393865.1|NZ_CP040101.1|NZ_CP040101.1_1561	GCF_013393865.1|NZ_CP040101.1|NZ_CP040101.1_1561	1	AbiAlpha__AbiAlpha
clust_rep_seq_Shedu_458	Shedu	Shedu	Defense	GCF_014083925.1|NZ_CP046268.1|NZ_CP046268.1_1525	GCF_014083925.1|NZ_CP046268.1|NZ_CP046268.1_1525	GCF_014083925.1|NZ_CP046268.1|NZ_CP046268.1_1525	1	Shedu__SduA
clust_rep_seq_Aristaios_129	Aristaios	Aristaios	Defense	GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2029	GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2029	GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2029	1	Aristaios__Aristaios
clust_rep_seq_HEC-08_289	HEC-08	HEC-08	Defense	GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2036	GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2036	GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2036	1	HEC-08__HEC-08
clust_rep_seq_PD-T7-5_373	PD-T7-5	PD-T7-5	Defense	GCF_023716625.1|NZ_CP071855.1|NZ_CP071855.1_1635	GCF_023716625.1|NZ_CP071855.1|NZ_CP071855.1_1635	GCF_023716625.1|NZ_CP071855.1|NZ_CP071855.1_1635	1	PD-T7-5__PD-T7-5
clust_rep_seq_DS-31_207	DS-31	DS-31	Defense	GCF_023716845.1|NZ_CP068024.1|NZ_CP068024.1_1459	GCF_023716845.1|NZ_CP068024.1|NZ_CP068024.1_1459	GCF_023716845.1|NZ_CP068024.1|NZ_CP068024.1_1459	1	DS-31__DS-31
clust_rep_seq_EcoKMcrA_262	EcoKMcrA	EcoKMcrA	Defense	GCF_024346995.1|NZ_AP024887.1|NZ_AP024887.1_843	GCF_024346995.1|NZ_AP024887.1|NZ_AP024887.1_843	GCF_024346995.1|NZ_AP024887.1|NZ_AP024887.1_843	1	EcoKMcrA__EcoKMcrA
clust_rep_seq_SNIPE_431	SNIPE	SNIPE	Defense	GCF_024346995.1|NZ_AP024888.1|NZ_AP024888.1_143	GCF_024346995.1|NZ_AP024888.1|NZ_AP024888.1_143	GCF_024346995.1|NZ_AP024888.1|NZ_AP024888.1_143	1	PD-Lambda-1__PD-Lambda-1
clust_rep_seq_Aristaios_130	Aristaios	Aristaios	Defense	GCF_030060435.1|NZ_CP125875.1|NZ_CP125875.1_883	GCF_030060435.1|NZ_CP125875.1|NZ_CP125875.1_883	GCF_030060435.1|NZ_CP125875.1|NZ_CP125875.1_883	1	Aristaios__Aristaios
clust_rep_seq_DS-40_215	DS-40	DS-40	Defense	GCF_030704285.1|NZ_CP131931.1|NZ_CP131931.1_1587	GCF_030704285.1|NZ_CP131931.1|NZ_CP131931.1_1587	GCF_030704285.1|NZ_CP131931.1|NZ_CP131931.1_1587	1	DS-40__DS-40
clust_rep_seq_Aristaios_131	Aristaios	Aristaios	Defense	GCF_045586155.1|NZ_CP169050.1|NZ_CP169050.1_1599	GCF_045586155.1|NZ_CP169050.1|NZ_CP169050.1_1599	GCF_045586155.1|NZ_CP169050.1|NZ_CP169050.1_1599	1	Aristaios__Aristaios
clust_rep_seq_GAPS1_283	GAPS1	GAPS1	Defense	GCF_045586155.1|NZ_CP169050.1|NZ_CP169050.1_1657	GCF_045586155.1|NZ_CP169050.1|NZ_CP169050.1_1657	GCF_045586155.1|NZ_CP169050.1|NZ_CP169050.1_1657	1	GAPS1__GAPS1
clust_rep_seq_SEFIR_427	SEFIR	SEFIR	Defense	GCF_050920685.1|NZ_CP138328.1|NZ_CP138328.1_1203	GCF_050920685.1|NZ_CP138328.1|NZ_CP138328.1_1203	GCF_050920685.1|NZ_CP138328.1|NZ_CP138328.1_1203	1	SEFIR__bSEFIR
clust_rep_seq_Lugos_312	Lugos	Lugos	Defense	GCF_050920685.1|NZ_CP138328.1|NZ_CP138328.1_1260	GCF_050920685.1|NZ_CP138328.1|NZ_CP138328.1_1260	GCF_050920685.1|NZ_CP138328.1|NZ_CP138328.1_1260	1	Lugos__Lugos
clust_rep_seq_Dag_236	Dag	Dag	Defense	GCF_050920685.1|NZ_CP138328.1|NZ_CP138328.1_1273	GCF_050920685.1|NZ_CP138328.1|NZ_CP138328.1_1273	GCF_050920685.1|NZ_CP138328.1|NZ_CP138328.1_1273	1	Dag__Dag14
clust_rep_seq_DS-27_206	DS-27	DS-27	Defense	GCF_051046905.1|NZ_CP095332.1|NZ_CP095332.1_628	GCF_051046905.1|NZ_CP095332.1|NZ_CP095332.1_628	GCF_051046905.1|NZ_CP095332.1|NZ_CP095332.1_628	1	DS-27__DS-27
clust_rep_seq_DS-38_213	DS-38	DS-38	Defense	GCF_051131125.1|NZ_CP150869.1|NZ_CP150869.1_1187	GCF_051131125.1|NZ_CP150869.1|NZ_CP150869.1_1187	GCF_051131125.1|NZ_CP150869.1|NZ_CP150869.1_1187	1	DS-38__DS-38
clust_rep_seq_Esos_272	Esos	Esos	Defense	GCF_057368475.1|NZ_CM170643.1|NZ_CM170643.1_914	GCF_057368475.1|NZ_CM170643.1|NZ_CM170643.1_914	GCF_057368475.1|NZ_CM170643.1|NZ_CM170643.1_914	1	Esos__VCA0450
clust_rep_seq_Aristaios_132	Aristaios	Aristaios	Defense	GCF_057368475.1|NZ_CM170643.1|NZ_CM170643.1_920	GCF_057368475.1|NZ_CM170643.1|NZ_CM170643.1_920	GCF_057368475.1|NZ_CM170643.1|NZ_CM170643.1_920	1	Aristaios__Aristaios
clust_rep_seq_Dag_237	Dag	Dag	Defense	GCF_057368525.1|NZ_CM170646.1|NZ_CM170646.1_1383	GCF_057368525.1|NZ_CM170646.1|NZ_CM170646.1_1383	GCF_057368525.1|NZ_CM170646.1|NZ_CM170646.1_1383	1	Dag__Dag10
clust_rep_seq_Aristaios_133	Aristaios	Aristaios	Defense	GCF_057368635.1|NZ_CM170659.1|NZ_CM170659.1_947	GCF_057368635.1|NZ_CM170659.1|NZ_CM170659.1_947	GCF_057368635.1|NZ_CM170659.1|NZ_CM170659.1_947	1	Aristaios__Aristaios
clust_rep_seq_Other_Type_IV_342	Other_Type_IV	Other_Type_IV	Defense	GCF_964198015.1|NZ_OZ078861.1|NZ_OZ078861.1_1454	GCF_964198015.1|NZ_OZ078861.1|NZ_OZ078861.1_1454	GCF_964198015.1|NZ_OZ078861.1|NZ_OZ078861.1_1454	1	RM_Type_IV__Type_IV_05
clust_rep_seq_Dag_238	Dag	Dag	Defense	GCF_000039765.1|NC_004459.3|NC_004459.3_2234	GCF_000039765.1|NC_004459.3|NC_004459.3_2234	GCF_000039765.1|NC_004459.3|NC_004459.3_2234	1	Dag__Dag14
clust_rep_seq_Resolvase_Schlafen_393	Resolvase_Schlafen	Resolvase_Schlafen	Defense	GCF_000354175.2|NC_022349.1|NC_022349.1_799	GCF_000354175.2|NC_022349.1|NC_022349.1_799	GCF_000354175.2|NC_022349.1|NC_022349.1_799	1	Resolvase_Schlafen__Resolvase_Schlafen
clust_rep_seq_PD-T7-1_368	PD-T7-1	PD-T7-1	Defense	GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1985	GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1985	GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1985	1	PD-T7-1__PD-T7-1
clust_rep_seq_PD-T4-7_363	PD-T4-7	PD-T4-7	Defense	GCF_023206035.1|NZ_CP065207.1|NZ_CP065207.1_1120	GCF_023206035.1|NZ_CP065207.1|NZ_CP065207.1_1120	GCF_023206035.1|NZ_CP065207.1|NZ_CP065207.1_1120	1	PD-T4-7__PD-T4-7
clust_rep_seq_VP1839_507	VP1839	VP1839	Defense	GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1306	GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1306	GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1306	1	VP1839__VP1839
clust_rep_seq_Septu_441	Septu	Septu	Defense	GCF_000772105.1|NZ_CP009356.1|NZ_CP009356.1_109	GCF_000772105.1|NZ_CP009356.1|NZ_CP009356.1_110	GCF_000772105.1|NZ_CP009356.1|NZ_CP009356.1_109,GCF_000772105.1|NZ_CP009356.1|NZ_CP009356.1_110	2	Septu__PtuA,Septu__PtuB
clust_rep_seq_Aristaios_134	Aristaios	Aristaios	Defense	GCF_000772105.1|NZ_CP009356.1|NZ_CP009356.1_111	GCF_000772105.1|NZ_CP009356.1|NZ_CP009356.1_111	GCF_000772105.1|NZ_CP009356.1|NZ_CP009356.1_111	1	Aristaios__Aristaios
clust_rep_seq_Kongming_296	Kongming	Kongming	Defense	GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_828	GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_831	GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_828,GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_831	2	Kongming__KomB,Kongming__KomC
clust_rep_seq_Aristaios_135	Aristaios	Aristaios	Defense	GCF_001675245.1|NZ_CP012739.1|NZ_CP012739.1_1361	GCF_001675245.1|NZ_CP012739.1|NZ_CP012739.1_1361	GCF_001675245.1|NZ_CP012739.1|NZ_CP012739.1_1361	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_136	Aristaios	Aristaios	Defense	GCF_001682175.1|NZ_CP011884.1|NZ_CP011884.1_1190	GCF_001682175.1|NZ_CP011884.1|NZ_CP011884.1_1190	GCF_001682175.1|NZ_CP011884.1|NZ_CP011884.1_1190	1	Aristaios__Aristaios
clust_rep_seq_VP1839_508	VP1839	VP1839	Defense	GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1644	GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1644	GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1644	1	VP1839__VP1839
clust_rep_seq_PD-T4-1_354	PD-T4-1	PD-T4-1	Defense	GCF_009665275.1|NZ_CP035689.1|NZ_CP035689.1_507	GCF_009665275.1|NZ_CP035689.1|NZ_CP035689.1_507	GCF_009665275.1|NZ_CP035689.1|NZ_CP035689.1_507	1	PD-T4-1__PD-T4-1
clust_rep_seq_Dag_239	Dag	Dag	Defense	GCF_009938205.1|NZ_AP019654.1|NZ_AP019654.1_1302	GCF_009938205.1|NZ_AP019654.1|NZ_AP019654.1_1302	GCF_009938205.1|NZ_AP019654.1|NZ_AP019654.1_1302	1	Dag__Dag5
clust_rep_seq_Rugutis_418	Rugutis	Rugutis	Defense	GCF_010587385.1|NZ_CP047476.1|NZ_CP047476.1_1374	GCF_010587385.1|NZ_CP047476.1|NZ_CP047476.1_1374	GCF_010587385.1|NZ_CP047476.1|NZ_CP047476.1_1374	1	Rugutis__Rugutis
clust_rep_seq_Lugos_313	Lugos	Lugos	Defense	GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_508	GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_508	GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_508	1	Lugos__Lugos
clust_rep_seq_PhiR47.1_PanTA_378	PhiR47.1_PanTA	PhiR47.1_PanTA	Defense	GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_303	GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_304	GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_303,GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_304	2	PhiR47.1_PanTA__PanA,PhiR47.1_PanTA__PanT
clust_rep_seq_Aristaios_137	Aristaios	Aristaios	Defense	GCF_023277445.1|NZ_CP080238.1|NZ_CP080238.1_220	GCF_023277445.1|NZ_CP080238.1|NZ_CP080238.1_220	GCF_023277445.1|NZ_CP080238.1|NZ_CP080238.1_220	1	Aristaios__Aristaios
clust_rep_seq_AbiH_27	AbiH	AbiH	Defense	GCF_023277445.1|NZ_CP080238.1|NZ_CP080238.1_226	GCF_023277445.1|NZ_CP080238.1|NZ_CP080238.1_226	GCF_023277445.1|NZ_CP080238.1|NZ_CP080238.1_226	1	AbiH__AbiH
clust_rep_seq_DS-24_205	DS-24	DS-24	Defense	GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1191	GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1191	GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1191	1	DS-24__DS-24
clust_rep_seq_Aristaios_138	Aristaios	Aristaios	Defense	GCF_024442215.1|NZ_CP050476.1|NZ_CP050476.1_1781	GCF_024442215.1|NZ_CP050476.1|NZ_CP050476.1_1781	GCF_024442215.1|NZ_CP050476.1|NZ_CP050476.1_1781	1	Aristaios__Aristaios
clust_rep_seq_VP1826_500	VP1826	VP1826	Defense	GCF_025917745.1|NZ_CP097873.1|NZ_CP097873.1_1186	GCF_025917745.1|NZ_CP097873.1|NZ_CP097873.1_1186	GCF_025917745.1|NZ_CP097873.1|NZ_CP097873.1_1186	1	VP1826__VP1826
clust_rep_seq_Dag_240	Dag	Dag	Defense	GCF_025917745.1|NZ_CP097873.1|NZ_CP097873.1_1189	GCF_025917745.1|NZ_CP097873.1|NZ_CP097873.1_1189	GCF_025917745.1|NZ_CP097873.1|NZ_CP097873.1_1189	1	Dag__Dag16
clust_rep_seq_Aristaios_139	Aristaios	Aristaios	Defense	GCF_025917745.1|NZ_CP097873.1|NZ_CP097873.1_1209	GCF_025917745.1|NZ_CP097873.1|NZ_CP097873.1_1209	GCF_025917745.1|NZ_CP097873.1|NZ_CP097873.1_1209	1	Aristaios__Aristaios
clust_rep_seq_Shedu_459	Shedu	Shedu	Defense	GCF_033803245.2|NZ_CP184809.1|NZ_CP184809.1_100	GCF_033803245.2|NZ_CP184809.1|NZ_CP184809.1_100	GCF_033803245.2|NZ_CP184809.1|NZ_CP184809.1_100	1	Shedu__SduA
clust_rep_seq_Aristaios_140	Aristaios	Aristaios	Defense	GCF_034428235.1|NZ_CP140102.1|NZ_CP140102.1_1068	GCF_034428235.1|NZ_CP140102.1|NZ_CP140102.1_1068	GCF_034428235.1|NZ_CP140102.1|NZ_CP140102.1_1068	1	Aristaios__Aristaios
clust_rep_seq_Lugos_314	Lugos	Lugos	Defense	GCF_034428235.1|NZ_CP140102.1|NZ_CP140102.1_1070	GCF_034428235.1|NZ_CP140102.1|NZ_CP140102.1_1070	GCF_034428235.1|NZ_CP140102.1|NZ_CP140102.1_1070	1	Lugos__Lugos
clust_rep_seq_CBASS_I_TM_172	CBASS	CBASS_I_TM	Defense	GCF_036351935.1|NZ_CP143559.1|NZ_CP143559.1_1275	GCF_036351935.1|NZ_CP143559.1|NZ_CP143559.1_1276	GCF_036351935.1|NZ_CP143559.1|NZ_CP143559.1_1275,GCF_036351935.1|NZ_CP143559.1|NZ_CP143559.1_1276	2	CBASS__4TM_new,CBASS__Cyclase_II
clust_rep_seq_AbiAlpha_13	AbiAlpha	AbiAlpha	Defense	GCF_046532695.1|NZ_CP151938.1|NZ_CP151938.1_1086	GCF_046532695.1|NZ_CP151938.1|NZ_CP151938.1_1086	GCF_046532695.1|NZ_CP151938.1|NZ_CP151938.1_1086	1	AbiAlpha__AbiAlpha
clust_rep_seq_Lugos_315	Lugos	Lugos	Defense	GCF_046532695.1|NZ_CP151938.1|NZ_CP151938.1_1112	GCF_046532695.1|NZ_CP151938.1|NZ_CP151938.1_1112	GCF_046532695.1|NZ_CP151938.1|NZ_CP151938.1_1112	1	Lugos__Lugos
clust_rep_seq_Aristaios_141	Aristaios	Aristaios	Defense	GCF_046850195.1|NZ_CP133986.1|NZ_CP133986.1_930	GCF_046850195.1|NZ_CP133986.1|NZ_CP133986.1_930	GCF_046850195.1|NZ_CP133986.1|NZ_CP133986.1_930	1	Aristaios__Aristaios
clust_rep_seq_Esos_273	Esos	Esos	Defense	GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1275	GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1275	GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1275	1	Esos__VCA0450
clust_rep_seq_AbiAlpha_14	AbiAlpha	AbiAlpha	Defense	GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1282	GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1282	GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1282	1	AbiAlpha__AbiAlpha
clust_rep_seq_PD-T7-5_374	PD-T7-5	PD-T7-5	Defense	GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1223	GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1223	GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1223	1	PD-T7-5__PD-T7-5
clust_rep_seq_Sirona_469	Sirona	Sirona	Defense	GCF_056824445.1|NZ_CP103957.1|NZ_CP103957.1_1664	GCF_056824445.1|NZ_CP103957.1|NZ_CP103957.1_1664	GCF_056824445.1|NZ_CP103957.1|NZ_CP103957.1_1664	1	Sirona__VCA0356
clust_rep_seq_Aristaios_142	Aristaios	Aristaios	Defense	GCF_056824445.1|NZ_CP103957.1|NZ_CP103957.1_1671	GCF_056824445.1|NZ_CP103957.1|NZ_CP103957.1_1671	GCF_056824445.1|NZ_CP103957.1|NZ_CP103957.1_1671	1	Aristaios__Aristaios
clust_rep_seq_AbiC_16	AbiC	AbiC	Defense	GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1105	GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1105	GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1105	1	AbiC__AbiC
clust_rep_seq_Sirona_470	Sirona	Sirona	Defense	GCF_060301545.1|NZ_CM190977.1|NZ_CM190977.1_1274	GCF_060301545.1|NZ_CM190977.1|NZ_CM190977.1_1274	GCF_060301545.1|NZ_CM190977.1|NZ_CM190977.1_1274	1	Sirona__VCA0356
clust_rep_seq_Pycsar_TM_382	Pycsar	Pycsar_TM	Defense	GCF_905175335.1|NZ_HG992751.1|NZ_HG992751.1_1495	GCF_905175335.1|NZ_HG992751.1|NZ_HG992751.1_1496	GCF_905175335.1|NZ_HG992751.1|NZ_HG992751.1_1495,GCF_905175335.1|NZ_HG992751.1|NZ_HG992751.1_1496	2	CBASS__2TM_5,Pycsar__AG_cyclase
clust_rep_seq_Lugos_316	Lugos	Lugos	Defense	GCF_905175335.1|NZ_HG992751.1|NZ_HG992751.1_1524	GCF_905175335.1|NZ_HG992751.1|NZ_HG992751.1_1524	GCF_905175335.1|NZ_HG992751.1|NZ_HG992751.1_1524	1	Lugos__Lugos
clust_rep_seq_Aristaios_143	Aristaios	Aristaios	Defense	GCF_905175335.1|NZ_HG992751.1|NZ_HG992751.1_1537	GCF_905175335.1|NZ_HG992751.1|NZ_HG992751.1_1537	GCF_905175335.1|NZ_HG992751.1|NZ_HG992751.1_1537	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_144	Aristaios	Aristaios	Defense	GCF_905175355.1|NZ_HG992742.1|NZ_HG992742.1_1416	GCF_905175355.1|NZ_HG992742.1|NZ_HG992742.1_1416	GCF_905175355.1|NZ_HG992742.1|NZ_HG992742.1_1416	1	Aristaios__Aristaios
clust_rep_seq_Shedu_460	Shedu	Shedu	Defense	GCF_948151475.1|NZ_OX411212.1|NZ_OX411212.1_1325	GCF_948151475.1|NZ_OX411212.1|NZ_OX411212.1_1325	GCF_948151475.1|NZ_OX411212.1|NZ_OX411212.1_1325	1	Shedu__SduA
clust_rep_seq_Rugutis_419	Rugutis	Rugutis	Defense	GCF_948151475.1|NZ_OX411212.1|NZ_OX411212.1_1339	GCF_948151475.1|NZ_OX411212.1|NZ_OX411212.1_1339	GCF_948151475.1|NZ_OX411212.1|NZ_OX411212.1_1339	1	Rugutis__Rugutis
clust_rep_seq_PD-T7-5_375	PD-T7-5	PD-T7-5	Defense	GCF_964264695.1|NZ_OZ183474.1|NZ_OZ183474.1_376	GCF_964264695.1|NZ_OZ183474.1|NZ_OZ183474.1_376	GCF_964264695.1|NZ_OZ183474.1|NZ_OZ183474.1_376	1	PD-T7-5__PD-T7-5
clust_rep_seq_CapRel_177	CapRel	CapRel	Defense	GCF_964264695.1|NZ_OZ183474.1|NZ_OZ183474.1_390	GCF_964264695.1|NZ_OZ183474.1|NZ_OZ183474.1_390	GCF_964264695.1|NZ_OZ183474.1|NZ_OZ183474.1_390	1	CapRel__CapRel
clust_rep_seq_Shedu_461	Shedu	Shedu	Defense	GCF_964264695.1|NZ_OZ183474.1|NZ_OZ183474.1_430	GCF_964264695.1|NZ_OZ183474.1|NZ_OZ183474.1_430	GCF_964264695.1|NZ_OZ183474.1|NZ_OZ183474.1_430	1	Shedu__SduA
clust_rep_seq_AbiD_19	AbiD	AbiD	Defense	GCF_023716605.1|NZ_CP071852.1|NZ_CP071852.1_1954	GCF_023716605.1|NZ_CP071852.1|NZ_CP071852.1_1954	GCF_023716605.1|NZ_CP071852.1|NZ_CP071852.1_1954	1	AbiD__AbiD
clust_rep_seq_Shedu_462	Shedu	Shedu	Defense	GCF_023716665.1|NZ_CP071860.1|NZ_CP071860.1_925	GCF_023716665.1|NZ_CP071860.1|NZ_CP071860.1_925	GCF_023716665.1|NZ_CP071860.1|NZ_CP071860.1_925	1	Shedu__SduA
clust_rep_seq_Thoeris_II_477	Thoeris	Thoeris_II	Defense	GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_954	GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_955	GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_954,GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_955	2	Thoeris__ThsA_MacroTM,Thoeris__ThsB_3
clust_rep_seq_AbiV_41	AbiV	AbiV	Defense	GCF_025917705.1|NZ_CP097355.1|NZ_CP097355.1_1736	GCF_025917705.1|NZ_CP097355.1|NZ_CP097355.1_1736	GCF_025917705.1|NZ_CP097355.1|NZ_CP097355.1_1736	1	AbiV__AbiV
clust_rep_seq_Aristaios_145	Aristaios	Aristaios	Defense	GCF_025917705.1|NZ_CP097355.1|NZ_CP097355.1_1744	GCF_025917705.1|NZ_CP097355.1|NZ_CP097355.1_1744	GCF_025917705.1|NZ_CP097355.1|NZ_CP097355.1_1744	1	Aristaios__Aristaios
clust_rep_seq_Dag_241	Dag	Dag	Defense	GCF_026651645.1|NZ_CP033457.1|NZ_CP033457.1_483	GCF_026651645.1|NZ_CP033457.1|NZ_CP033457.1_483	GCF_026651645.1|NZ_CP033457.1|NZ_CP033457.1_483	1	Dag__Dag13
clust_rep_seq_DRT9_190	DRT	DRT9	Defense	GCF_026651645.1|NZ_CP033457.1|NZ_CP033457.1_511	GCF_026651645.1|NZ_CP033457.1|NZ_CP033457.1_511	GCF_026651645.1|NZ_CP033457.1|NZ_CP033457.1_511	1	DRT9__DRT9
clust_rep_seq_mEp332_T2SS_GspM_543	mEp332_T2SS_GspM	mEp332_T2SS_GspM	Defense	GCF_027286325.1|NZ_CP114588.1|NZ_CP114588.1_1517	GCF_027286325.1|NZ_CP114588.1|NZ_CP114588.1_1517	GCF_027286325.1|NZ_CP114588.1|NZ_CP114588.1_1517	1	mEp332_T2SS_GspM__T2SS_GspM
clust_rep_seq_Aristaios_146	Aristaios	Aristaios	Defense	GCF_027924725.1|NZ_AP027045.1|NZ_AP027045.1_1872	GCF_027924725.1|NZ_AP027045.1|NZ_AP027045.1_1872	GCF_027924725.1|NZ_AP027045.1|NZ_AP027045.1_1872	1	Aristaios__Aristaios
clust_rep_seq_Esos_274	Esos	Esos	Defense	GCF_028885545.1|NZ_CP118530.1|NZ_CP118530.1_1235	GCF_028885545.1|NZ_CP118530.1|NZ_CP118530.1_1235	GCF_028885545.1|NZ_CP118530.1|NZ_CP118530.1_1235	1	Esos__VCA0450
clust_rep_seq_Aristaios_147	Aristaios	Aristaios	Defense	GCF_049384865.1|NZ_JAIWIW010000001.1|NZ_JAIWIW010000001.1_1355	GCF_049384865.1|NZ_JAIWIW010000001.1|NZ_JAIWIW010000001.1_1355	GCF_049384865.1|NZ_JAIWIW010000001.1|NZ_JAIWIW010000001.1_1355	1	Aristaios__Aristaios
clust_rep_seq_Shedu_463	Shedu	Shedu	Defense	GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1286	GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1286	GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1286	1	Shedu__SduA
clust_rep_seq_VP1839_509	VP1839	VP1839	Defense	GCF_049816605.1|NZ_CP187437.1|NZ_CP187437.1_1695	GCF_049816605.1|NZ_CP187437.1|NZ_CP187437.1_1695	GCF_049816605.1|NZ_CP187437.1|NZ_CP187437.1_1695	1	VP1839__VP1839
clust_rep_seq_Gao_Ape_286	Gao_Ape	Gao_Ape	Defense	GCF_050507685.1|NZ_CP191479.1|NZ_CP191479.1_1443	GCF_050507685.1|NZ_CP191479.1|NZ_CP191479.1_1443	GCF_050507685.1|NZ_CP191479.1|NZ_CP191479.1_1443	1	Gao_Ape__ApeA
clust_rep_seq_Aristaios_148	Aristaios	Aristaios	Defense	GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1719	GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1719	GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1719	1	Aristaios__Aristaios
clust_rep_seq_VP1839_510	VP1839	VP1839	Defense	GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1748	GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1748	GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1748	1	VP1839__VP1839
clust_rep_seq_PD-T4-7_364	PD-T4-7	PD-T4-7	Defense	GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1777	GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1777	GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1777	1	PD-T4-7__PD-T4-7
clust_rep_seq_Aristaios_149	Aristaios	Aristaios	Defense	GCF_057439695.1|NZ_CM171984.1|NZ_CM171984.1_1181	GCF_057439695.1|NZ_CM171984.1|NZ_CM171984.1_1181	GCF_057439695.1|NZ_CM171984.1|NZ_CM171984.1_1181	1	Aristaios__Aristaios
clust_rep_seq_Sirona_471	Sirona	Sirona	Defense	GCF_057439825.1|NZ_CM171998.1|NZ_CM171998.1_1273	GCF_057439825.1|NZ_CM171998.1|NZ_CM171998.1_1273	GCF_057439825.1|NZ_CM171998.1|NZ_CM171998.1_1273	1	Sirona__VCA0356
clust_rep_seq_FS_GIY_YIG_280	FS_GIY_YIG	FS_GIY_YIG	Defense	GCF_057439825.1|NZ_CM171998.1|NZ_CM171998.1_1296	GCF_057439825.1|NZ_CM171998.1|NZ_CM171998.1_1296	GCF_057439825.1|NZ_CM171998.1|NZ_CM171998.1_1296	1	FS_GIY_YIG__GIY_YIG
clust_rep_seq_AbiAlpha_15	AbiAlpha	AbiAlpha	Defense	GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_941	GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_941	GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_941	1	AbiAlpha__AbiAlpha
