accession,replicon,integron,type,intI,attC,cassettes,start,end,span_kb
GCF_052772185.1,NZ_CM127801.1,integron_01,complete,yes,158,157,1325541,1450196,124.7
GCF_052805255.1,NZ_CM127835.1,integron_01,complete,yes,81,80,1543814,1620856,77.0
GCF_052805275.1,NZ_CM127837.1,integron_01,complete,yes,139,138,2322679,2458217,135.5
GCF_052806215.1,NZ_CM127845.1,integron_01,complete,yes,132,131,875415,975993,100.6
GCF_052953315.1,NZ_CM129632.1,integron_01,complete,yes,108,107,1351761,1439896,88.1
GCF_052953315.1,NZ_CM129632.1,integron_02,CALIN,no,65,64,1449252,1502809,53.6
GCF_052953315.1,NZ_CM129632.1,integron_03,CALIN,no,15,14,1512120,1527802,15.7
GCF_052955985.1,NZ_CP130464.1,integron_01,CALIN,no,4,3,979909,984309,4.4
GCF_052956585.1,NZ_CP133104.1,integron_01,complete,yes,1,0,2715914,2721386,5.5
GCF_052956585.1,NZ_CP133105.1,integron_01,complete,yes,123,122,702904,797898,95.0
GCF_053005025.1,,,none,no,0,0,0,0,0
GCF_053154035.1,NZ_CP113098.1,integron_01,complete,yes,100,99,2236828,2330089,93.3
GCF_053154035.1,NZ_CP113099.1,integron_01,CALIN,no,23,22,368263,390903,22.6
GCF_053202865.1,NZ_CM129925.1,integron_01,CALIN,no,2,1,2901276,2903717,2.4
GCF_053202865.1,NZ_CM129926.1,integron_01,complete,yes,197,196,489628,630821,141.2
GCF_053202905.1,NZ_CM129927.1,integron_01,CALIN,no,2,1,975842,978523,2.7
GCF_053202905.1,NZ_JBRTRI010000003.1,integron_01,CALIN,no,2,1,87601,91597,4.0
GCF_053220475.1,NZ_CM129938.1,integron_01,complete,yes,167,166,456384,576215,119.8
GCF_053220495.1,NZ_CM129940.1,integron_01,complete,yes,126,125,710161,799414,89.3
GCF_053220515.1,NZ_CM129942.1,integron_01,complete,yes,134,133,556845,658892,102.0
GCF_053220535.1,NZ_CM129944.1,integron_01,complete,yes,198,197,1046566,1199873,153.3
GCF_053220555.1,NZ_CM129946.1,integron_01,complete,yes,150,149,817440,952438,135.0
GCF_053220575.1,NZ_CM129948.1,integron_01,complete,yes,150,149,564475,699473,135.0
GCF_053220585.1,NZ_CM129949.1,integron_01,CALIN,no,2,1,2355903,2358550,2.6
GCF_053220585.1,NZ_CM129950.1,integron_01,complete,yes,97,96,1,1020675,1020.7
GCF_053220615.1,NZ_CM129952.1,integron_01,complete,yes,242,241,918032,1097334,179.3
GCF_053220635.1,NZ_CM129953.1,integron_01,complete,yes,2,1,729913,734877,5.0
GCF_053220635.1,NZ_CM129954.1,integron_01,complete,yes,120,119,2,1050789,1050.8
GCF_053220655.1,NZ_CM129955.1,integron_01,complete,yes,2,1,2340579,2345636,5.1
GCF_053220655.1,NZ_CM129955.1,integron_02,CALIN,no,4,3,2349738,2353175,3.4
GCF_053220655.1,NZ_CM129956.1,integron_01,complete,yes,132,131,540542,643058,102.5
GCF_053220675.1,NZ_CM129957.1,integron_01,CALIN,no,2,1,2373906,2376553,2.6
GCF_053220675.1,NZ_CM129958.1,integron_01,complete,yes,135,134,462338,558043,95.7
GCF_053220675.1,NZ_JBRUSU010000003.1,integron_01,CALIN,no,2,1,4647,6487,1.8
GCF_053220695.1,NZ_CM129960.1,integron_01,complete,yes,124,123,1,1143983,1144.0
GCF_053220695.1,NZ_JBRUST010000003.1,integron_01,CALIN,no,2,1,5860,7430,1.6
GCF_053220715.1,NZ_CM129962.1,integron_01,complete,yes,133,132,843580,944656,101.1
GCF_053294815.1,NZ_CM129991.1,integron_01,complete,yes,152,151,2159574,2285810,126.2
GCF_053515815.1,NZ_CM130728.1,integron_01,CALIN,no,4,3,620239,624605,4.4
GCF_053515815.1,NZ_CM130728.1,integron_02,complete,yes,10,9,1014263,1023555,9.3
GCF_053515815.1,NZ_JBQTKY010000005.1,integron_01,CALIN,no,3,2,8862,11037,2.2
GCF_053643215.1,NZ_CM132188.1,integron_01,complete,yes,79,78,1105467,1163366,57.9
GCF_053850225.1,,,none,no,0,0,0,0,0
GCF_053890595.1,NZ_CM132682.1,integron_01,CALIN,no,52,51,1248543,1293497,45.0
GCF_053890595.1,NZ_CM132683.1,integron_01,complete,yes,71,70,762625,821409,58.8
GCF_053890595.1,NZ_CM132683.1,integron_02,CALIN,no,2,1,1273457,1275548,2.1
GCF_053903115.1,NZ_CP096429.1,integron_01,CALIN,no,2,1,868869,870491,1.6
GCF_053903115.1,NZ_CP096429.1,integron_02,CALIN,no,3,2,1239359,1240845,1.5
GCF_053903115.1,NZ_CP096429.1,integron_03,CALIN,no,25,24,1269695,1286378,16.7
GCF_053903115.1,NZ_CP096429.1,integron_04,complete,yes,22,21,1300086,1316406,16.3
GCF_054053365.1,NZ_CM133228.1,integron_01,In0,yes,0,0,1931517,1932482,1.0
GCF_054053365.1,NZ_CM133228.1,integron_02,CALIN,no,32,31,2516917,2545965,29.0
GCF_054053395.1,NZ_CM133231.1,integron_01,complete,yes,3,2,417104,422659,5.6
GCF_054053395.1,NZ_CM133231.1,integron_02,CALIN,no,6,5,514286,522025,7.7
GCF_054053395.1,NZ_CM133231.1,integron_03,CALIN,no,3,2,676572,679861,3.3
GCF_054110305.1,NZ_CM134191.1,integron_01,complete,yes,5,4,1935400,1941262,5.9
GCF_054111865.1,NZ_CM134200.1,integron_01,complete,yes,149,148,1815101,1940054,125.0
GCF_054112565.1,NZ_CM134204.1,integron_01,complete,yes,155,154,214,840243,840.0
GCF_054486505.1,,,none,no,0,0,0,0,0
GCF_054486525.1,,,none,no,0,0,0,0,0
GCF_054486545.1,,,none,no,0,0,0,0,0
GCF_054512795.1,NZ_CM137253.1,integron_01,complete,yes,73,72,1432157,1494249,62.1
GCF_054512795.1,NZ_CM137254.1,integron_01,CALIN,no,17,16,1552850,1570711,17.9
GCF_054512795.1,NZ_JBTNLO010000004.1,integron_01,CALIN,no,10,9,33283,40195,6.9
GCF_054568155.3,NZ_CM137648.3,integron_01,CALIN,no,2,1,897386,899613,2.2
GCF_054568155.3,NZ_CM137648.3,integron_02,complete,yes,2,1,904962,909613,4.7
GCF_054568155.3,NZ_CM137648.3,integron_03,complete,yes,78,77,2140638,2201890,61.3
GCF_054850435.1,NZ_CM141453.1,integron_01,complete,yes,143,142,1324478,1424498,100.0
GCF_054875955.1,NZ_CM142183.1,integron_01,complete,yes,140,139,776441,886906,110.5
GCF_054875955.1,NZ_CM142183.1,integron_02,CALIN,no,3,2,1282692,1285964,3.3
GCF_054875955.1,NZ_JBTYIR010000003.1,integron_01,complete,yes,1,0,30321,33488,3.2
GCF_054906185.1,NZ_CP166973.1,integron_01,complete,yes,208,207,214613,361158,146.5
GCF_054906185.1,NZ_CP166973.1,integron_02,CALIN,no,7,6,361981,367329,5.3
GCF_055233655.1,NZ_CM143748.1,integron_01,complete,yes,108,107,1015264,1091167,75.9
GCF_055233655.1,NZ_CM143748.1,integron_02,CALIN,no,35,34,1101428,1123680,22.3
GCF_055389885.1,NZ_AP040272.1,integron_01,complete,yes,100,99,3032676,3123674,91.0
GCF_055390995.1,NZ_AP040335.1,integron_01,complete,yes,2,1,735157,743366,8.2
GCF_055391395.1,NZ_AP029600.1,integron_01,complete,yes,2,1,11018,19227,8.2
GCF_055393305.1,NZ_AP043879.1,integron_01,CALIN,no,58,57,1765573,1806702,41.1
GCF_055393305.1,NZ_AP043880.1,integron_01,complete,yes,51,50,1511375,1549465,38.1
GCF_055394615.1,NZ_AP038328.1,integron_01,complete,yes,64,63,1315212,1362119,46.9
GCF_055699095.1,NZ_CP183231.1,integron_01,CALIN,no,3,2,168789,171335,2.5
GCF_055699095.1,NZ_CP183232.1,integron_01,complete,yes,28,27,1475889,1504435,28.5
GCF_055797365.1,NZ_CP118728.1,integron_01,complete,yes,198,197,591804,725083,133.3
GCF_055808835.1,NZ_CM147884.1,integron_01,complete,yes,48,47,2212627,2249795,37.2
GCF_055808835.1,NZ_CM147885.1,integron_01,CALIN,no,27,26,1060839,1084487,23.6
GCF_055808855.1,NZ_CM147886.1,integron_01,CALIN,no,4,3,1920269,1925279,5.0
GCF_055808915.1,NZ_CM147889.1,integron_01,CALIN,no,5,4,1914592,1918034,3.4
GCF_055808915.1,NZ_CM147890.1,integron_01,CALIN,no,2,1,1431018,1435045,4.0
GCF_056097205.1,NZ_CP184760.1,integron_01,CALIN,no,3,2,1745827,1748643,2.8
GCF_056097205.1,NZ_CP184761.1,integron_01,CALIN,no,2,1,1252922,1258057,5.1
GCF_056135565.1,NZ_CM148681.1,integron_01,complete,yes,147,146,1310732,1430713,120.0
GCF_056135565.1,NZ_JBVYWM010000003.1,integron_01,complete,yes,1,0,120063,121729,1.7
GCF_056234105.1,NZ_CP172988.1,integron_01,CALIN,no,2,1,2873012,2878482,5.5
GCF_056234175.1,NZ_CP172983.1,integron_01,CALIN,no,2,1,1062338,1067021,4.7
GCF_056531025.1,NZ_CM152466.1,integron_01,CALIN,no,9,8,1805390,1812897,7.5
GCF_056531025.1,NZ_CM152466.1,integron_02,complete,yes,12,11,1927931,1939332,11.4
GCF_056674835.1,NZ_CM155225.1,integron_01,complete,yes,99,98,1346666,1429001,82.3
GCF_056674835.1,NZ_CM155225.1,integron_02,CALIN,no,4,3,1461456,1465664,4.2
GCF_056675655.1,,,none,no,0,0,0,0,0
GCF_056770475.1,NZ_CM165262.1,integron_01,complete,yes,1,0,2398638,2404110,5.5
GCF_056770475.1,NZ_CM165263.1,integron_01,complete,yes,131,130,309852,410901,101.0
GCF_056770475.1,NZ_JBWDFN010000003.1,integron_01,complete,yes,1,0,17140,19547,2.4
GCF_056770485.1,NZ_CM165264.1,integron_01,complete,yes,1,0,2393798,2399270,5.5
GCF_056770485.1,NZ_CM165265.1,integron_01,complete,yes,131,130,309756,410805,101.0
GCF_056770535.1,NZ_CM165267.1,integron_01,complete,yes,1,0,2393827,2399299,5.5
GCF_056770535.1,NZ_CM165268.1,integron_01,complete,yes,131,130,309801,410850,101.0
GCF_056770535.1,NZ_JBWDFJ010000003.1,integron_01,complete,yes,1,0,47397,49490,2.1
GCF_056770535.1,NZ_JBWDFJ010000003.1,integron_02,complete,yes,4,3,58083,64271,6.2
GCF_056770545.1,NZ_CM165269.1,integron_01,complete,yes,1,0,2393966,2399438,5.5
GCF_056770545.1,NZ_CM165270.1,integron_01,complete,yes,131,130,309780,410829,101.0
GCF_056770575.1,NZ_CM165271.1,integron_01,complete,yes,1,0,2393997,2399469,5.5
GCF_056770575.1,NZ_CM165272.1,integron_01,complete,yes,131,130,309744,410793,101.0
GCF_056820805.1,NZ_CM165957.1,integron_01,complete,yes,215,214,1438469,1613075,174.6
GCF_056820805.1,NZ_CM165958.1,integron_01,CALIN,no,2,1,1526840,1533871,7.0
GCF_056824445.1,NZ_CP103956.1,integron_01,complete,yes,61,60,2063841,2120536,56.7
GCF_056824445.1,NZ_CP103957.1,integron_01,CALIN,no,2,1,1549785,1551197,1.4
GCF_056824445.1,NZ_CP103957.1,integron_02,CALIN,no,8,7,1782814,1793196,10.4
GCF_056836685.1,NZ_JBXEKZ010000003.1,integron_01,CALIN,no,2,1,63769,66993,3.2
GCF_056892265.1,NZ_CP092731.1,integron_01,complete,yes,140,139,1371210,1482551,111.3
GCF_056934275.1,NZ_CM167796.1,integron_01,CALIN,no,21,20,1428802,1445096,16.3
GCF_056934275.1,NZ_CM167796.1,integron_02,CALIN,no,4,3,1468706,1472287,3.6
GCF_056934275.1,NZ_CM167796.1,integron_03,complete,yes,139,138,1865083,1974517,109.4
GCF_056934295.1,NZ_CM167798.1,integron_01,complete,yes,16,15,50155,64067,13.9
GCF_056934295.1,NZ_CM167798.1,integron_02,CALIN,no,6,5,3380558,3388424,7.9
GCF_056934295.1,NZ_CM167798.1,integron_03,CALIN,no,76,75,3400928,3457793,56.9
GCF_057321345.1,NZ_CM170499.1,integron_01,CALIN,no,2,1,897386,899613,2.2
GCF_057321345.1,NZ_CM170499.1,integron_02,complete,yes,2,1,904962,909613,4.7
GCF_057321345.1,NZ_CM170499.1,integron_03,complete,yes,78,77,2140638,2201890,61.3
GCF_057368435.1,NZ_CM170638.1,integron_01,complete,yes,13,12,1080642,1093929,13.3
GCF_057368435.1,NZ_CM170638.1,integron_02,CALIN,no,4,3,1543509,1549456,5.9
GCF_057368435.1,NZ_CM170639.1,integron_01,complete,yes,57,56,1217727,1272063,54.3
GCF_057368455.1,NZ_CM170640.1,integron_01,CALIN,no,4,3,1551657,1556030,4.4
GCF_057368455.1,NZ_CM170641.1,integron_01,complete,yes,126,125,1083888,1234088,150.2
GCF_057368475.1,NZ_CM170642.1,integron_01,CALIN,no,5,4,1504671,1510756,6.1
GCF_057368475.1,NZ_CM170643.1,integron_01,complete,yes,87,86,1029969,1105128,75.2
GCF_057368495.1,NZ_CM170644.1,integron_01,CALIN,no,5,4,1504671,1510756,6.1
GCF_057368495.1,NZ_CM170645.1,integron_01,complete,yes,87,86,1029969,1105128,75.2
GCF_057368515.1,NZ_CM170648.1,integron_01,CALIN,no,5,4,1504629,1510714,6.1
GCF_057368515.1,NZ_CM170649.1,integron_01,complete,yes,87,86,1028879,1104038,75.2
GCF_057368525.1,NZ_CM170646.1,integron_01,CALIN,no,3,2,1098242,1103804,5.6
GCF_057368525.1,NZ_CM170646.1,integron_02,CALIN,no,6,5,1507286,1522384,15.1
GCF_057368525.1,NZ_CM170647.1,integron_01,complete,yes,83,82,53771,133420,79.6
GCF_057368555.1,NZ_CM170650.1,integron_01,CALIN,no,6,5,1540987,1548553,7.6
GCF_057368555.1,NZ_CM170651.1,integron_01,complete,yes,46,45,48512,93006,44.5
GCF_057368575.1,NZ_CM170652.1,integron_01,CALIN,no,3,2,1426875,1429896,3.0
GCF_057368575.1,NZ_CM170653.1,integron_01,complete,yes,96,95,1089801,1210526,120.7
GCF_057368585.1,NZ_CM170654.1,integron_01,CALIN,no,3,2,1426870,1429891,3.0
GCF_057368585.1,NZ_CM170655.1,integron_01,complete,yes,96,95,1089802,1210516,120.7
GCF_057368615.1,NZ_CM170656.1,integron_01,CALIN,no,4,3,1430652,1437536,6.9
GCF_057368615.1,NZ_CM170657.1,integron_01,complete,yes,44,43,1204624,1257542,52.9
GCF_057368635.1,NZ_CM170658.1,integron_01,CALIN,no,3,2,1375258,1378712,3.5
GCF_057368635.1,NZ_CM170659.1,integron_01,complete,yes,111,110,1088877,1207500,118.6
GCF_057396045.1,NZ_CM171552.1,integron_01,complete,yes,127,126,1378123,1481807,103.7
GCF_057396045.1,NZ_CM171552.1,integron_02,CALIN,no,4,3,1931074,1933699,2.6
GCF_057396045.1,NZ_CM171552.1,integron_03,complete,yes,4,3,3435140,3440456,5.3
GCF_057418845.1,NZ_CP166928.1,integron_01,CALIN,no,9,8,763706,785285,21.6
GCF_057418845.1,NZ_CP166928.1,integron_02,CALIN,no,2,1,903692,907200,3.5
GCF_057418845.1,NZ_CP166928.1,integron_03,CALIN,no,2,1,1252514,1256467,4.0
GCF_057418855.1,NZ_CP166930.1,integron_01,CALIN,no,2,1,734350,738303,4.0
GCF_057418855.1,NZ_CP166930.1,integron_02,CALIN,no,2,1,1084041,1087127,3.1
GCF_057418855.1,NZ_CP166930.1,integron_03,CALIN,no,9,8,1205536,1227117,21.6
GCF_057418865.1,NZ_CP166932.1,integron_01,complete,yes,1,0,1646608,1652133,5.5
GCF_057418875.1,NZ_CP166935.1,integron_01,CALIN,no,4,3,630737,635101,4.4
GCF_057418885.1,NZ_CP166937.1,integron_01,CALIN,no,3,2,602692,606039,3.3
GCF_057418905.1,NZ_CP166944.1,integron_01,CALIN,no,4,3,1667381,1675394,8.0
GCF_057418905.1,NZ_CP166944.1,integron_02,CALIN,no,2,1,1794683,1797295,2.6
GCF_057418905.1,NZ_CP166944.1,integron_03,CALIN,no,3,2,2131864,2138304,6.4
GCF_057418915.1,NZ_CP166946.1,integron_01,CALIN,no,6,5,1695741,1702201,6.5
GCF_057418915.1,NZ_CP166946.1,integron_02,CALIN,no,2,1,2026212,2031174,5.0
GCF_057439675.1,NZ_CM171982.1,integron_01,complete,yes,12,11,1540851,1551945,11.1
GCF_057439675.1,NZ_CM171982.1,integron_02,CALIN,no,23,22,1665275,1687559,22.3
GCF_057439695.1,NZ_CM171984.1,integron_01,complete,yes,33,32,1339123,1362738,23.6
GCF_057439695.1,NZ_CM171984.1,integron_02,CALIN,no,23,22,1406531,1423497,17.0
GCF_057439715.1,NZ_CM171986.1,integron_01,CALIN,no,17,16,2284731,2300835,16.1
GCF_057439715.1,NZ_CM171986.1,integron_02,complete,yes,29,28,2623273,2647445,24.2
GCF_057439715.1,NZ_CM171987.1,integron_01,CALIN,no,8,7,1551078,1560067,9.0
GCF_057439735.1,NZ_CM171988.1,integron_01,complete,yes,50,49,493025,532273,39.2
GCF_057439745.1,NZ_CM171990.1,integron_01,CALIN,no,6,5,2084501,2089686,5.2
GCF_057439755.1,NZ_CM171992.1,integron_01,CALIN,no,15,14,2375850,2388493,12.6
GCF_057439755.1,NZ_CM171993.1,integron_01,complete,yes,8,7,1241794,1251771,10.0
GCF_057439795.1,NZ_CM171996.1,integron_01,complete,yes,60,59,2117522,2177514,60.0
GCF_057439795.1,NZ_CM171997.1,integron_01,CALIN,no,14,13,2196938,2216194,19.3
GCF_057439805.1,NZ_CM171994.1,integron_01,CALIN,no,16,15,1941651,1954297,12.6
GCF_057439805.1,NZ_CM171995.1,integron_01,complete,yes,8,7,897750,907727,10.0
GCF_057439825.1,NZ_CM171998.1,integron_01,complete,yes,60,59,1401859,1461851,60.0
GCF_057439825.1,NZ_CM171999.1,integron_01,CALIN,no,14,13,773524,792781,19.3
GCF_057439855.1,NZ_CM172000.1,integron_01,CALIN,no,54,53,1840188,1882975,42.8
GCF_057439855.1,NZ_CM172000.1,integron_02,CALIN,no,2,1,2119741,2121859,2.1
GCF_057439855.1,NZ_CM172000.1,integron_03,In0,yes,0,0,2469475,2470440,1.0
GCF_057439855.1,NZ_CM172001.1,integron_01,CALIN,no,2,1,978479,981190,2.7
GCF_057439855.1,NZ_JBYASW010000003.1,integron_01,CALIN,no,2,1,53072,54847,1.8
GCF_057439875.1,NZ_CM172002.1,integron_01,CALIN,no,14,13,1548656,1565100,16.4
GCF_057439875.1,NZ_CM172002.1,integron_02,CALIN,no,4,3,1795236,1798578,3.3
GCF_057439875.1,NZ_CM172002.1,integron_03,In0,yes,0,0,2143750,2144715,1.0
GCF_057439875.1,NZ_JBYASX010000003.1,integron_01,CALIN,no,2,1,13068,16567,3.5
GCF_057439875.1,NZ_JBYASX010000003.1,integron_02,CALIN,no,2,1,233868,236506,2.6
GCF_057476815.1,NZ_CM172056.1,integron_01,complete,yes,59,58,1294835,1341268,46.4
GCF_057476815.1,NZ_CM172056.1,integron_02,CALIN,no,8,7,1400278,1406646,6.4
GCF_057476815.1,NZ_JBYBNF010000003.1,integron_01,CALIN,no,3,2,242593,245812,3.2
GCF_057476815.1,NZ_JBYBNF010000004.1,integron_01,CALIN,no,2,1,96956,98675,1.7
GCF_057625995.1,NZ_CM172613.1,integron_01,complete,yes,129,128,1353695,1481873,128.2
GCF_057626015.1,NZ_CM172615.1,integron_01,CALIN,no,21,20,1460026,1488138,28.1
GCF_057626015.1,NZ_CM172616.1,integron_01,CALIN,no,7,6,2045552,2060890,15.3
GCF_057626015.1,NZ_JBXIVH010000004.1,integron_01,CALIN,no,9,8,21,6619,6.6
GCF_057730715.1,NZ_CM173191.1,integron_01,complete,yes,51,50,53145,101797,48.7
GCF_057730755.1,NZ_CM173193.1,integron_01,complete,yes,51,50,1014617,1062713,48.1
GCF_057730775.1,NZ_CM173195.1,integron_01,complete,yes,51,50,1000192,1048288,48.1
GCF_057730795.1,NZ_CM173197.1,integron_01,complete,yes,51,50,1014617,1062713,48.1
GCF_057730815.1,NZ_CM173199.1,integron_01,complete,yes,106,105,1001565,1103056,101.5
GCF_057730825.1,NZ_CM173203.1,integron_01,complete,yes,51,50,53145,101797,48.7
GCF_057730835.1,NZ_CM173201.1,integron_01,complete,yes,67,66,47669,108967,61.3
GCF_057784735.1,NZ_CM173495.1,integron_01,complete,yes,28,27,718261,748071,29.8
GCF_057785895.1,NZ_CM173505.1,integron_01,CALIN,no,2,1,975710,977352,1.6
GCF_057785915.1,NZ_CM173507.1,integron_01,complete,yes,11,10,1295272,1305464,10.2
GCF_057785915.1,NZ_CM173508.1,integron_01,CALIN,no,6,5,8350,20161,11.8
GCF_057785935.1,NZ_CM173509.1,integron_01,CALIN,no,2,1,975710,977352,1.6
GCF_057785955.1,NZ_CM173511.1,integron_01,CALIN,no,4,3,1735865,1743706,7.8
GCF_057785955.1,NZ_CM173512.1,integron_01,CALIN,no,4,3,9431,13931,4.5
GCF_057785975.1,NZ_CM173513.1,integron_01,CALIN,no,5,4,1286782,1299718,12.9
GCF_057785975.1,NZ_CM173513.1,integron_02,CALIN,no,8,7,1734888,1740587,5.7
GCF_057785975.1,NZ_CM173513.1,integron_03,CALIN,no,2,1,1996201,1998265,2.1
GCF_057785975.1,NZ_CM173514.1,integron_01,CALIN,no,3,2,1180147,1185077,4.9
GCF_057785995.1,NZ_CM173517.1,integron_01,CALIN,no,2,1,1857794,1862730,4.9
GCF_057785995.1,NZ_CM173518.1,integron_01,CALIN,no,3,2,869017,873507,4.5
GCF_057786005.1,NZ_CM173515.1,integron_01,In0,yes,0,0,1261672,1262235,0.6
GCF_057786005.1,NZ_CM173516.1,integron_01,CALIN,no,3,2,516341,519854,3.5
GCF_057786005.1,NZ_CM173516.1,integron_02,CALIN,no,2,1,1661619,1664775,3.2
GCF_057786035.1,NZ_CM173519.1,integron_01,complete,yes,3,2,1560138,1565834,5.7
GCF_057814595.1,NZ_CM174090.1,integron_01,complete,yes,55,54,2334904,2396202,61.3
GCF_057922655.1,,,none,no,0,0,0,0,0
GCF_057922685.1,,,none,no,0,0,0,0,0
GCF_058072945.1,NZ_CM176521.1,integron_01,complete,yes,2,1,1293794,1298193,4.4
GCF_058105105.1,NZ_CM176570.1,integron_01,CALIN,no,2,1,2514543,2515045,0.5
GCF_058105105.1,NZ_JBYAVV010000002.1,integron_01,CALIN,no,2,1,126646,135187,8.5
GCF_058119545.1,NZ_CP099448.1,integron_01,complete,yes,22,21,1280504,1297953,17.4
GCF_058119545.1,NZ_CP099448.1,integron_02,CALIN,no,94,93,1353159,1431512,78.4
GCF_058215515.1,NZ_CM177085.1,integron_01,complete,yes,223,222,925444,1087142,161.7
GCF_058267735.1,NZ_CM177832.1,integron_01,complete,yes,143,142,1370058,1499134,129.1
GCF_058315275.1,NZ_CM177759.1,integron_01,complete,yes,124,123,1864267,1963376,99.1
GCF_058410825.1,NZ_CM178425.1,integron_01,CALIN,no,2,1,1850374,1853055,2.7
GCF_058410825.1,NZ_JBZEGN010000003.1,integron_01,CALIN,no,2,1,119974,123970,4.0
GCF_058545285.1,NZ_CM178589.1,integron_01,complete,yes,16,15,325606,345900,20.3
GCF_058545285.1,NZ_CM178590.1,integron_01,CALIN,no,4,3,832402,838930,6.5
GCF_059427945.1,NZ_CM182084.1,integron_01,CALIN,no,6,5,1920120,1926754,6.6
GCF_059427945.1,NZ_CM182084.1,integron_02,CALIN,no,76,75,1939258,1995690,56.4
GCF_059427945.1,NZ_CM182084.1,integron_03,complete,yes,28,27,2038313,2062575,24.3
GCF_059427945.1,NZ_CM182085.1,integron_01,CALIN,no,2,1,1376573,1378141,1.6
GCF_059427945.1,NZ_CM182085.1,integron_02,CALIN,no,4,3,1387706,1391716,4.0
GCF_059492265.1,,,none,no,0,0,0,0,0
GCF_059552575.1,NZ_CM183914.1,integron_01,CALIN,no,2,1,913633,916251,2.6
GCF_059552575.1,NZ_CM183914.1,integron_02,CALIN,no,2,1,2147615,2152794,5.2
GCF_059552575.1,NZ_CM183915.1,integron_01,complete,yes,33,32,2190598,2249617,59.0
GCF_059552575.1,NZ_JCANWL010000003.1,integron_01,CALIN,no,8,7,114391,133491,19.1
GCF_059641075.1,NZ_CM184931.1,integron_01,In0,yes,0,0,1841028,1841993,1.0
GCF_059641075.1,NZ_CM184931.1,integron_02,CALIN,no,31,30,2428246,2456417,28.2
GCF_059641075.1,NZ_JCARNR010000001.1,integron_01,CALIN,no,3,2,132005,139964,8.0
GCF_059641095.1,NZ_CM184933.1,integron_01,CALIN,no,18,17,1119396,1134602,15.2
GCF_059641095.1,NZ_CM184933.1,integron_02,In0,yes,0,0,1758543,1759508,1.0
GCF_059682885.1,NZ_CM185025.1,integron_01,CALIN,no,20,19,1460026,1487611,27.6
GCF_059682885.1,NZ_CM185026.1,integron_01,CALIN,no,7,6,484586,499924,15.3
GCF_059682885.1,NZ_JCASQJ010000004.1,integron_01,CALIN,no,9,8,21,6619,6.6
GCF_059683725.1,NZ_CM185037.1,integron_01,CALIN,no,2,1,1207529,1209981,2.5
GCF_059683725.1,NZ_CM185038.1,integron_01,complete,yes,47,46,1291627,1343920,52.3
GCF_059683745.1,NZ_CM185039.1,integron_01,complete,yes,17,16,1896880,1915503,18.6
GCF_059683745.1,NZ_CM185040.1,integron_01,CALIN,no,3,2,1963237,1966061,2.8
GCF_059692255.1,NZ_CM185155.1,integron_01,complete,yes,48,47,702779,743365,40.6
GCF_059692275.1,NZ_CM185156.1,integron_01,complete,yes,84,83,1951410,2021977,70.6
GCF_059692275.1,NZ_CM185156.1,integron_02,CALIN,no,67,66,2033203,2085820,52.6
GCF_059692275.1,NZ_JCASQT010000002.1,integron_01,CALIN,no,8,7,796,8190,7.4
GCF_059704325.2,NZ_AP046577.1,integron_01,In0,yes,0,0,1526316,1527278,1.0
GCF_059725495.1,NZ_AP045841.1,integron_01,complete,yes,1,0,1546588,1553615,7.0
GCF_059725495.1,NZ_AP045843.1,integron_01,CALIN,no,2,1,52633,53996,1.4
GCF_059725505.1,NZ_AP045837.1,integron_01,complete,yes,1,0,1931682,1935199,3.5
GCF_059725505.1,NZ_AP045838.1,integron_01,CALIN,no,3,2,131884,135296,3.4
GCF_059725515.1,NZ_AP045834.1,integron_01,In0,yes,0,0,1853397,1854371,1.0
GCF_059727865.1,,,none,no,0,0,0,0,0
GCF_059727875.1,,,none,no,0,0,0,0,0
GCF_059727885.1,,,none,no,0,0,0,0,0
GCF_059727895.1,,,none,no,0,0,0,0,0
GCF_059735745.1,,,none,no,0,0,0,0,0
GCF_059739265.1,NZ_AP024909.1,integron_01,CALIN,no,5,4,1650292,1653942,3.6
GCF_059739275.1,,,none,no,0,0,0,0,0
GCF_059739285.1,NZ_AP024877.1,integron_01,In0,yes,0,0,169134,170117,1.0
GCF_059740845.1,NZ_JCAWNO010000005.1,integron_01,CALIN,no,2,1,146977,155243,8.3
GCF_059740915.1,NZ_CM185569.1,integron_01,CALIN,no,2,1,1233238,1238233,5.0
GCF_059740915.1,NZ_JCAWNP010000008.1,integron_01,CALIN,no,2,1,5430,7120,1.7
GCF_059740945.1,,,none,no,0,0,0,0,0
GCF_059772105.1,NZ_CM186273.1,integron_01,complete,yes,105,104,1184865,1277353,92.5
GCF_059772125.1,NZ_CM186276.1,integron_01,complete,yes,154,153,987774,1119956,132.2
GCF_059784805.1,,,none,no,0,0,0,0,0
GCF_059910985.1,NZ_CM187676.1,integron_01,CALIN,no,8,7,381301,387937,6.6
GCF_059910985.1,NZ_CM187677.1,integron_01,complete,yes,90,89,512179,591513,79.3
GCF_059910985.1,NZ_CM187677.1,integron_02,CALIN,no,2,1,1307944,1310735,2.8
GCF_059920555.1,NZ_CP197192.1,integron_01,complete,yes,2,1,2343777,2362788,19.0
GCF_059941605.1,NZ_CM188127.1,integron_01,complete,yes,136,135,2442614,2546888,104.3
GCF_059941785.1,NZ_CM188131.1,integron_01,complete,yes,55,54,1970774,2022115,51.3
