genome_a,genome_b,species_a,species_b,mash_dist,n_shared,mtf_distance,random_mean
GCF_001887655.1,GCF_013085105.1,Vibrio cholerae,Vibrio cholerae O1 biovar El Tor,0.00109,97,0,95.14
GCF_001887655.1,GCF_013085125.1,Vibrio cholerae,Vibrio cholerae O1 biovar El Tor,0.00060,96,0,94.41
GCF_001887655.1,GCF_013085145.1,Vibrio cholerae,Vibrio cholerae O1 biovar El Tor,0.00131,82,74,80.09
GCF_001887655.1,GCF_013085165.1,Vibrio cholerae,Vibrio cholerae O1 biovar El Tor,0.00080,98,0,96.19
GCF_001887655.1,GCF_013357605.1,Vibrio cholerae,Vibrio cholerae,0.01585,19,14,17.29
GCF_001887655.1,GCF_013357625.1,Vibrio cholerae,Vibrio cholerae,0.01833,21,19,19.45
GCF_001887655.1,GCF_013357645.1,Vibrio cholerae,Vibrio cholerae,0.01770,18,17,16.26
GCF_001887655.1,GCF_013357665.1,Vibrio cholerae,Vibrio cholerae,0.01712,20,16,18.30
GCF_001887655.1,GCF_013357685.1,Vibrio cholerae,Vibrio cholerae,0.01911,18,14,16.26
GCF_001887655.1,GCF_013357725.1,Vibrio cholerae,Vibrio cholerae,0.01845,18,17,16.26
GCF_001887655.1,GCF_013357745.1,Vibrio cholerae,Vibrio cholerae,0.01903,13,12,11.43
GCF_001887655.1,GCF_013357765.1,Vibrio cholerae,Vibrio cholerae,0.01844,13,10,11.43
GCF_001887655.1,GCF_013357785.1,Vibrio cholerae,Vibrio cholerae,0.02051,21,20,19.45
GCF_001887655.1,GCF_013357805.1,Vibrio cholerae,Vibrio cholerae,0.02051,21,20,19.45
GCF_001887655.1,GCF_013357825.1,Vibrio cholerae,Vibrio cholerae,0.01986,17,16,15.42
GCF_001887655.1,GCF_013357845.1,Vibrio cholerae,Vibrio cholerae,0.02029,19,18,17.29
GCF_001887655.1,GCF_013357865.1,Vibrio cholerae,Vibrio cholerae,0.01953,14,13,12.43
GCF_001887655.1,GCF_013357885.1,Vibrio cholerae,Vibrio cholerae,0.01855,20,19,18.30
GCF_001887655.1,GCF_013462495.1,Vibrio cholerae,Vibrio cholerae,0.00265,75,67,73.31
GCF_001887655.1,GCF_014211935.1,Vibrio cholerae,Vibrio vulnificus,0.21859,10,7,8.35
GCF_001887655.1,GCF_015168795.1,Vibrio cholerae,Vibrio cholerae,0.01662,16,13,14.40
GCF_001887655.1,GCF_015482825.1,Vibrio cholerae,Vibrio cholerae C6706,0.00106,97,0,95.14
GCF_001887655.1,GCF_015767675.1,Vibrio cholerae,Vibrio navarrensis,0.20293,15,14,13.29
GCF_001887655.1,GCF_017948285.1,Vibrio cholerae,Vibrio cholerae,0.00105,98,0,96.19
GCF_001887655.1,GCF_017948345.1,Vibrio cholerae,Vibrio cholerae MO10,0.00181,77,69,75.31
GCF_001887655.1,GCF_018336415.1,Vibrio cholerae,Vibrio cholerae O37,0.00589,65,24,63.39
GCF_001887655.1,GCF_019458445.1,Vibrio cholerae,Vibrio cholerae,0.00093,82,74,80.09
GCF_001887655.1,GCF_019458465.1,Vibrio cholerae,Vibrio cholerae,0.01727,17,11,15.42
GCF_001887655.1,GCF_019704235.1,Vibrio cholerae,Vibrio cholerae,0.00140,79,78,77.42
GCF_001887655.1,GCF_019704255.1,Vibrio cholerae,Vibrio cholerae,0.00129,81,73,79.34
GCF_001887655.1,GCF_021431865.1,Vibrio cholerae,Vibrio cholerae,0.00155,81,80,79.34
GCF_001887655.1,GCF_021431945.1,Vibrio cholerae,Vibrio cholerae,0.01710,24,23,22.24
GCF_001887655.1,GCF_024734685.1,Vibrio cholerae,Vibrio cholerae,0.00138,83,75,81.16
GCF_001887655.1,GCF_025258925.1,Vibrio cholerae,Vibrio cholerae,0.01956,12,11,10.26
GCF_001887655.1,GCF_025258945.1,Vibrio cholerae,Vibrio cholerae,0.01956,12,11,10.26
GCF_001887655.1,GCF_026013235.1,Vibrio cholerae,Vibrio cholerae,0.01537,16,14,14.40
GCF_001887655.1,GCF_030062725.1,Vibrio cholerae,Vibrio cholerae,0.00072,80,79,78.34
GCF_001887655.1,GCF_030718725.1,Vibrio cholerae,Vibrio cholerae,0.00131,82,74,80.09
GCF_001887655.1,GCF_030718745.1,Vibrio cholerae,Vibrio cholerae,0.00131,82,74,80.09
GCF_001887655.1,GCF_030718765.1,Vibrio cholerae,Vibrio cholerae,0.00132,82,81,80.09
GCF_001887655.1,GCF_030718785.1,Vibrio cholerae,Vibrio cholerae,0.03520,20,19,18.30
GCF_001887655.1,GCF_032027525.2,Vibrio cholerae,Vibrio cholerae,0.01721,21,19,19.45
GCF_001887655.1,GCF_032841475.3,Vibrio cholerae,Vibrio cholerae,0.01592,20,16,18.30
GCF_001887655.1,GCF_032841535.3,Vibrio cholerae,Vibrio cholerae,0.01871,10,8,8.35
GCF_001887655.1,GCF_033803245.2,Vibrio cholerae,Vibrio cholerae,0.03286,16,13,14.40
GCF_001887655.1,GCF_034008165.1,Vibrio cholerae,Vibrio cholerae,0.00211,80,79,78.34
GCF_001887655.1,GCF_034008175.1,Vibrio cholerae,Vibrio cholerae,0.00133,80,79,78.34
GCF_001887655.1,GCF_036553415.2,Vibrio cholerae,Vibrio mimicus,0.10717,11,9,9.41
GCF_001887655.1,GCF_037101305.1,Vibrio cholerae,Vibrio cholerae,0.01871,22,20,20.38
GCF_001887655.1,GCF_039602145.1,Vibrio cholerae,Vibrio cholerae,0.01825,14,13,12.43
GCF_001887655.1,GCF_040412195.1,Vibrio cholerae,Vibrio cholerae,0.00178,81,80,79.34
GCF_001887655.1,GCF_040556435.1,Vibrio cholerae,Vibrio cholerae,0.00213,64,56,62.15
GCF_001887655.1,GCF_040735825.1,Vibrio cholerae,Vibrio cholerae,0.01807,17,12,15.42
GCF_001887655.1,GCF_040805305.1,Vibrio cholerae,Vibrio cholerae,0.01905,10,9,8.35
GCF_001887655.1,GCF_041834225.2,Vibrio cholerae,Vibrio cholerae,0.00137,82,81,80.09
GCF_001887655.1,GCF_042604665.1,Vibrio cholerae,Vibrio cholerae,0.00213,78,70,76.31
GCF_001887655.1,GCF_043754845.1,Vibrio cholerae,Vibrio cholerae,0.00093,74,0,72.28
GCF_001887655.1,GCF_043755855.1,Vibrio cholerae,Vibrio cholerae,0.00080,100,0,98.32
GCF_001887655.1,GCF_043756065.1,Vibrio cholerae,Vibrio cholerae,0.00059,98,0,96.19
GCF_001887655.1,GCF_043756335.1,Vibrio cholerae,Vibrio cholerae,0.00080,100,0,98.32
GCF_001887655.1,GCF_043757505.1,Vibrio cholerae,Vibrio cholerae,0.00089,87,0,85.35
GCF_001887655.1,GCF_043757815.1,Vibrio cholerae,Vibrio cholerae,0.00055,112,0,110.42
GCF_001887655.1,GCF_043758405.1,Vibrio cholerae,Vibrio cholerae,0.00074,99,0,97.33
GCF_001887655.1,GCF_043759795.1,Vibrio cholerae,Vibrio cholerae,0.00079,99,0,97.33
GCF_001887655.1,GCF_043760105.1,Vibrio cholerae,Vibrio cholerae,0.00073,114,0,112.32
GCF_001887655.1,GCF_043760675.1,Vibrio cholerae,Vibrio cholerae,0.00073,115,0,113.42
GCF_001887655.1,GCF_043762865.1,Vibrio cholerae,Vibrio cholerae,0.00069,117,0,115.37
GCF_001887655.1,GCF_043763295.1,Vibrio cholerae,Vibrio cholerae,0.00068,123,0,121.25
GCF_001887655.1,GCF_043763905.1,Vibrio cholerae,Vibrio cholerae,0.00082,91,0,89.23
GCF_001887655.1,GCF_043765735.1,Vibrio cholerae,Vibrio cholerae,0.00070,122,0,120.19
GCF_001887655.1,GCF_043766185.1,Vibrio cholerae,Vibrio cholerae,0.00059,96,0,94.41
GCF_001887655.1,GCF_043766955.1,Vibrio cholerae,Vibrio cholerae,0.00069,124,0,122.35
GCF_001887655.1,GCF_043769025.1,Vibrio cholerae,Vibrio cholerae,0.00073,99,0,97.33
GCF_001887655.1,GCF_044343075.1,Vibrio cholerae,Vibrio cholerae,0.00088,98,0,96.19
GCF_001887655.1,GCF_044343085.1,Vibrio cholerae,Vibrio cholerae,0.00067,99,0,97.33
GCF_001887655.1,GCF_044343165.1,Vibrio cholerae,Vibrio cholerae,0.00107,99,57,97.33
GCF_001887655.1,GCF_044905045.1,Vibrio cholerae,Vibrio cholerae,0.00196,83,75,81.16
GCF_001887655.1,GCF_044905055.1,Vibrio cholerae,Vibrio cholerae,0.00185,81,67,79.34
GCF_001887655.1,GCF_045689275.1,Vibrio cholerae,Vibrio cholerae,0.01894,16,15,14.40
GCF_001887655.1,GCF_045689325.1,Vibrio cholerae,Vibrio cholerae V52,0.00591,67,26,65.34
GCF_001887655.1,GCF_046097525.1,Vibrio cholerae,Vibrio cholerae,0.01897,11,9,9.41
GCF_001887655.1,GCF_046736365.1,Vibrio cholerae,Vibrio cholerae C6706,0.00106,97,0,95.14
GCF_001887655.1,GCF_046850195.1,Vibrio cholerae,Vibrio aestuarianus subsp. francensis,0.22780,13,10,11.43
GCF_001887655.1,GCF_047221425.1,Vibrio cholerae,Vibrio cholerae,0.01765,10,7,8.35
GCF_001887655.1,GCF_047524955.2,Vibrio cholerae,Vibrio cholerae,0.00211,80,79,78.34
GCF_001887655.1,GCF_049315005.1,Vibrio cholerae,Vibrio anguillarum,0.21090,11,9,9.41
GCF_001887655.1,GCF_050500225.1,Vibrio cholerae,Vibrio cholerae,0.00140,81,73,79.34
GCF_001887655.1,GCF_051046905.1,Vibrio cholerae,Vibrio cholerae,0.01834,16,12,14.40
GCF_001887655.1,GCF_051903285.1,Vibrio cholerae,Vibrio cholerae,0.00579,58,19,56.23
GCF_001887655.1,GCF_051903295.1,Vibrio cholerae,Vibrio cholerae,0.00580,60,21,58.24
GCF_001887655.1,GCF_052271875.1,Vibrio cholerae,Vibrio cholerae,0.00580,62,22,60.11
GCF_001887655.1,GCF_052545415.1,Vibrio cholerae,Vibrio cholerae,0.01594,13,12,11.43
GCF_001887655.1,GCF_052956585.1,Vibrio cholerae,Vibrio cholerae,0.00141,75,67,73.31
GCF_001887655.1,GCF_053202865.1,Vibrio cholerae,Vibrio cholerae,0.01938,21,20,19.45
GCF_001887655.1,GCF_053220475.1,Vibrio cholerae,Vibrio cholerae,0.01628,21,16,19.45
GCF_001887655.1,GCF_053220495.1,Vibrio cholerae,Vibrio cholerae,0.01724,17,14,15.42
GCF_001887655.1,GCF_053220515.1,Vibrio cholerae,Vibrio cholerae,0.01592,21,20,19.45
GCF_001887655.1,GCF_053220535.1,Vibrio cholerae,Vibrio cholerae,0.01742,22,20,20.38
GCF_001887655.1,GCF_053220555.1,Vibrio cholerae,Vibrio cholerae,0.01862,22,21,20.38
GCF_001887655.1,GCF_053220575.1,Vibrio cholerae,Vibrio cholerae,0.01863,22,21,20.38
GCF_001887655.1,GCF_053220585.1,Vibrio cholerae,Vibrio cholerae,0.01611,14,13,12.43
GCF_001887655.1,GCF_053220615.1,Vibrio cholerae,Vibrio cholerae,0.01752,18,16,16.26
GCF_001887655.1,GCF_053220635.1,Vibrio cholerae,Vibrio cholerae,0.01654,20,17,18.30
GCF_001887655.1,GCF_053220655.1,Vibrio cholerae,Vibrio cholerae,0.01678,22,21,20.38
GCF_001887655.1,GCF_053220675.1,Vibrio cholerae,Vibrio cholerae,0.01645,20,18,18.30
GCF_001887655.1,GCF_053220695.1,Vibrio cholerae,Vibrio cholerae,0.01673,17,15,15.42
GCF_001887655.1,GCF_053220715.1,Vibrio cholerae,Vibrio cholerae,0.01646,21,20,19.45
GCF_001887655.1,GCF_054112565.1,Vibrio cholerae,Vibrio metschnikovii,0.23381,12,9,10.26
GCF_001887655.1,GCF_054906185.1,Vibrio cholerae,Vibrio cholerae,0.01665,20,19,18.30
GCF_001887655.1,GCF_055389885.1,Vibrio cholerae,Vibrio cholerae,0.01761,13,10,11.43
GCF_001887655.1,GCF_055797365.1,Vibrio cholerae,Vibrio cholerae,0.01848,16,14,14.40
GCF_001887655.1,GCF_056770475.1,Vibrio cholerae,Vibrio cholerae,0.00211,83,75,81.16
GCF_001887655.1,GCF_056770485.1,Vibrio cholerae,Vibrio cholerae,0.00138,83,75,81.16
GCF_001887655.1,GCF_056770535.1,Vibrio cholerae,Vibrio cholerae,0.00240,83,75,81.16
GCF_001887655.1,GCF_056770545.1,Vibrio cholerae,Vibrio cholerae,0.00140,83,75,81.16
GCF_001887655.1,GCF_056770575.1,Vibrio cholerae,Vibrio cholerae,0.00138,83,75,81.16
GCF_001887655.1,GCF_058215515.1,Vibrio cholerae,Vibrio cholerae,0.01647,19,18,17.29
GCF_001887655.1,GCF_900185995.1,Vibrio cholerae,Vibrio cholerae,0.01713,16,13,14.40
GCF_001887655.1,GCF_900205735.1,Vibrio cholerae,Vibrio cholerae O1 biovar El Tor str. N16961,0.00058,99,1,97.33
GCF_001887655.1,GCF_900324425.1,Vibrio cholerae,Vibrio cholerae,0.00180,76,68,74.42
GCF_001887655.1,GCF_900324435.1,Vibrio cholerae,Vibrio cholerae,0.03351,12,10,10.26
GCF_001887655.1,GCF_900324445.1,Vibrio cholerae,Vibrio cholerae,0.00180,76,68,74.42
GCF_001887655.1,GCF_900324455.1,Vibrio cholerae,Vibrio cholerae,0.00180,76,68,74.42
GCF_001887655.1,GCF_900538065.1,Vibrio cholerae,Vibrio paracholerae,0.03539,17,16,15.42
GCF_001887655.1,GCF_937000105.1,Vibrio cholerae,Vibrio cholerae,0.00211,82,74,80.09
GCF_001887655.1,GCF_937000115.1,Vibrio cholerae,Vibrio cholerae,0.01884,10,9,8.35
GCF_001908435.2,GCF_001969325.1,Vibrio harveyi,Vibrio campbellii,0.08414,13,12,11.43
GCF_001908435.2,GCF_002021755.1,Vibrio harveyi,Vibrio owensii,0.07400,10,9,8.35
GCF_001908435.2,GCF_002140055.1,Vibrio harveyi,Vibrio campbellii,0.08359,13,12,11.43
GCF_001908435.2,GCF_002863725.1,Vibrio harveyi,Vibrio vulnificus,0.18401,11,9,9.41
GCF_001908435.2,GCF_002906455.1,Vibrio harveyi,Vibrio campbellii,0.08245,12,11,10.26
GCF_001908435.2,GCF_002906655.1,Vibrio harveyi,Vibrio hyugaensis,0.09553,14,13,12.43
GCF_001908435.2,GCF_002953535.1,Vibrio harveyi,Vibrio alginolyticus,0.12960,13,12,11.43
GCF_001908435.2,GCF_003612695.1,Vibrio harveyi,Vibrio parahaemolyticus,0.14009,12,11,10.26
GCF_001908435.2,GCF_006517795.1,Vibrio harveyi,Vibrio parahaemolyticus,0.14201,14,12,12.43
GCF_001908435.2,GCF_008369605.1,Vibrio harveyi,Vibrio cholerae,0.23511,10,9,8.35
GCF_001908435.2,GCF_009184745.1,Vibrio harveyi,Vibrio harveyi,0.01440,14,13,12.43
GCF_001908435.2,GCF_009763085.1,Vibrio harveyi,Vibrio alginolyticus,0.13477,12,10,10.26
GCF_001908435.2,GCF_013393845.1,Vibrio harveyi,Vibrio parahaemolyticus,0.14183,11,10,9.41
GCF_001908435.2,GCF_021397735.1,Vibrio harveyi,Vibrio harveyi,0.01392,11,10,9.41
GCF_001908435.2,GCF_021730085.1,Vibrio harveyi,Vibrio parahaemolyticus,0.14496,11,9,9.41
GCF_001908435.2,GCF_022343085.1,Vibrio harveyi,Vibrio alginolyticus,0.13226,10,8,8.35
GCF_001908435.2,GCF_022343145.1,Vibrio harveyi,Vibrio alginolyticus,0.13168,10,8,8.35
GCF_001908435.2,GCF_022343205.1,Vibrio harveyi,Vibrio alginolyticus,0.13298,10,8,8.35
GCF_001908435.2,GCF_023650755.1,Vibrio harveyi,Vibrio sp. SCSIO 43097,0.12933,13,12,11.43
GCF_001908435.2,GCF_023650915.1,Vibrio harveyi,Vibrio alginolyticus,0.13154,11,9,9.41
GCF_001908435.2,GCF_023716605.1,Vibrio harveyi,Vibrio sp. SCSIO 43155,0.01319,30,28,28.45
GCF_001908435.2,GCF_024971935.1,Vibrio harveyi,Vibrio harveyi,0.01536,11,10,9.41
GCF_001908435.2,GCF_026000435.1,Vibrio harveyi,Vibrio sp. STUT-A11,0.16495,10,9,8.35
GCF_001908435.2,GCF_028551315.1,Vibrio harveyi,Vibrio harveyi,0.01434,10,8,8.35
GCF_001908435.2,GCF_028743695.1,Vibrio harveyi,Vibrio alginolyticus,0.13226,14,13,12.43
GCF_001908435.2,GCF_028885545.1,Vibrio harveyi,Vibrio harveyi,0.01483,14,13,12.43
GCF_001908435.2,GCF_028885585.1,Vibrio harveyi,Vibrio harveyi,0.01494,14,13,12.43
GCF_001908435.2,GCF_028898625.1,Vibrio harveyi,Vibrio harveyi,0.01416,17,16,15.42
GCF_001908435.2,GCF_028898645.1,Vibrio harveyi,Vibrio harveyi,0.01443,12,8,10.26
GCF_001908435.2,GCF_028898685.1,Vibrio harveyi,Vibrio harveyi,0.01499,13,12,11.43
GCF_001908435.2,GCF_028898705.1,Vibrio harveyi,Vibrio harveyi,0.01528,13,12,11.43
GCF_001908435.2,GCF_028898725.1,Vibrio harveyi,Vibrio harveyi,0.01462,13,12,11.43
GCF_001908435.2,GCF_028898745.1,Vibrio harveyi,Vibrio harveyi,0.01462,15,14,13.29
GCF_001908435.2,GCF_029023705.1,Vibrio harveyi,Vibrio alginolyticus,0.13254,16,15,14.40
GCF_001908435.2,GCF_029990625.1,Vibrio harveyi,Vibrio vulnificus,0.18583,10,7,8.35
GCF_001908435.2,GCF_030238765.2,Vibrio harveyi,Vibrio parahaemolyticus,0.14165,18,16,16.26
GCF_001908435.2,GCF_030388405.1,Vibrio harveyi,Vibrio harveyi,0.01586,13,12,11.43
GCF_001908435.2,GCF_032463505.1,Vibrio harveyi,Vibrio alginolyticus,0.13254,10,8,8.35
GCF_001908435.2,GCF_034428235.1,Vibrio harveyi,Vibrio alfacsensis,0.13492,10,9,8.35
GCF_001908435.2,GCF_034480305.1,Vibrio harveyi,Vibrio alginolyticus,0.13029,10,9,8.35
GCF_001908435.2,GCF_036351935.1,Vibrio harveyi,Vibrio harveyi,0.01393,11,9,9.41
GCF_001908435.2,GCF_037997145.1,Vibrio harveyi,Vibrio harveyi,0.01425,18,17,16.26
GCF_001908435.2,GCF_039542195.1,Vibrio harveyi,Vibrio harveyi,0.01423,13,12,11.43
GCF_001908435.2,GCF_039544385.1,Vibrio harveyi,Vibrio harveyi,0.01514,13,12,11.43
GCF_001908435.2,GCF_039658515.1,Vibrio harveyi,Vibrio parahaemolyticus,0.14496,11,9,9.41
GCF_001908435.2,GCF_040254425.1,Vibrio harveyi,Vibrio parahaemolyticus,0.14078,15,10,13.29
GCF_001908435.2,GCF_042848055.1,Vibrio harveyi,Vibrio harveyi,0.01346,20,19,18.30
GCF_001908435.2,GCF_045004295.1,Vibrio harveyi,Vibrio campbellii,0.08254,13,12,11.43
GCF_001908435.2,GCF_046532695.1,Vibrio harveyi,Vibrio alginolyticus,0.13070,10,8,8.35
GCF_001908435.2,GCF_048284855.2,Vibrio harveyi,Vibrio harveyi,0.01357,11,8,9.41
GCF_001908435.2,GCF_049384865.1,Vibrio harveyi,Vibrio harveyi,0.01449,16,15,14.40
GCF_001908435.2,GCF_051046905.1,Vibrio harveyi,Vibrio cholerae,0.23381,12,10,10.26
GCF_001908435.2,GCF_052076115.1,Vibrio harveyi,Vibrio harveyi,0.01391,11,10,9.41
GCF_001908435.2,GCF_052591495.1,Vibrio harveyi,Vibrio harveyi,0.01352,10,8,8.35
GCF_001908435.2,GCF_052805255.1,Vibrio harveyi,Vibrio campbellii,0.08447,12,11,10.26
GCF_001908435.2,GCF_053154035.1,Vibrio harveyi,Vibrio harveyi,0.01369,16,14,14.40
GCF_001908435.2,GCF_053220475.1,Vibrio harveyi,Vibrio cholerae,0.23782,10,9,8.35
GCF_001908435.2,GCF_054111865.1,Vibrio harveyi,Vibrio diabolicus,0.14346,10,9,8.35
GCF_001908435.2,GCF_054512795.1,Vibrio harveyi,Vibrio harveyi,0.01407,22,20,20.38
GCF_001908435.2,GCF_057439675.1,Vibrio harveyi,Vibrio owensii,0.07738,10,9,8.35
GCF_001908435.2,GCF_057439795.1,Vibrio harveyi,Vibrio harveyi,0.01291,16,15,14.40
GCF_001908435.2,GCF_057439825.1,Vibrio harveyi,Vibrio harveyi,0.01291,16,15,14.40
GCF_001908435.2,GCF_057626015.1,Vibrio harveyi,Vibrio harveyi,0.01425,14,13,12.43
GCF_001908435.2,GCF_058119545.1,Vibrio harveyi,Vibrio alginolyticus,0.13098,10,9,8.35
GCF_001908435.2,GCF_059682885.1,Vibrio harveyi,Vibrio harveyi,0.01426,14,12,12.43
GCF_001908435.2,GCF_060301545.1,Vibrio harveyi,Vibrio parahaemolyticus,0.14183,10,9,8.35
GCF_001908435.2,GCF_948151475.1,Vibrio harveyi,Vibrio campbellii,0.08286,13,12,11.43
GCF_001969325.1,GCF_002117205.1,Vibrio campbellii,Vibrio vulnificus,0.20162,10,8,8.35
GCF_001969325.1,GCF_002140055.1,Vibrio campbellii,Vibrio campbellii,0.00156,103,0,101.44
GCF_001969325.1,GCF_002142655.1,Vibrio campbellii,Vibrio campbellii,0.02087,16,13,14.40
GCF_001969325.1,GCF_002211985.1,Vibrio campbellii,Vibrio anguillarum,0.22559,10,6,8.35
GCF_001969325.1,GCF_002887615.1,Vibrio campbellii,Vibrio jasicida 090810c,0.08729,10,8,8.35
GCF_001969325.1,GCF_002906455.1,Vibrio campbellii,Vibrio campbellii,0.02252,29,5,27.16
GCF_001969325.1,GCF_002906475.1,Vibrio campbellii,Vibrio campbellii,0.02518,15,14,13.29
GCF_001969325.1,GCF_002906655.1,Vibrio campbellii,Vibrio hyugaensis,0.09314,14,13,12.43
GCF_001969325.1,GCF_002953335.1,Vibrio campbellii,Vibrio diabolicus,0.14496,11,10,9.41
GCF_001969325.1,GCF_002953515.1,Vibrio campbellii,Vibrio alginolyticus,0.13507,10,8,8.35
GCF_001969325.1,GCF_002953535.1,Vibrio campbellii,Vibrio alginolyticus,0.13416,15,14,13.29
GCF_001969325.1,GCF_003047125.1,Vibrio campbellii,Vibrio vulnificus Env1,0.19789,10,8,8.35
GCF_001969325.1,GCF_003312585.1,Vibrio campbellii,Vibrio campbellii,0.03790,10,8,8.35
GCF_001969325.1,GCF_003612695.1,Vibrio campbellii,Vibrio parahaemolyticus,0.14710,14,10,12.43
GCF_001969325.1,GCF_003691485.1,Vibrio campbellii,Vibrio campbellii,0.02094,20,17,18.30
GCF_001969325.1,GCF_003691545.1,Vibrio campbellii,Vibrio owensii,0.07498,12,9,10.26
GCF_001969325.1,GCF_008369605.1,Vibrio campbellii,Vibrio cholerae,0.24376,11,7,9.41
GCF_001969325.1,GCF_009184745.1,Vibrio campbellii,Vibrio harveyi,0.08452,12,11,10.26
GCF_001969325.1,GCF_009665395.1,Vibrio campbellii,Vibrio cincinnatiensis,0.24376,10,9,8.35
GCF_001969325.1,GCF_009762985.1,Vibrio campbellii,Vibrio cholerae,0.24376,11,6,9.41
GCF_001969325.1,GCF_009763885.1,Vibrio campbellii,Vibrio cincinnatiensis,0.24376,11,9,9.41
GCF_001969325.1,GCF_009764055.1,Vibrio campbellii,Vibrio parahaemolyticus,0.14832,11,9,9.41
GCF_001969325.1,GCF_013357785.1,Vibrio campbellii,Vibrio cholerae,0.24221,10,6,8.35
GCF_001969325.1,GCF_013357805.1,Vibrio campbellii,Vibrio cholerae,0.24221,10,6,8.35
GCF_001969325.1,GCF_013393845.1,Vibrio campbellii,Vibrio parahaemolyticus,0.14771,20,19,18.30
GCF_001969325.1,GCF_013393865.1,Vibrio campbellii,Vibrio parahaemolyticus,0.14811,11,9,9.41
GCF_001969325.1,GCF_014211935.1,Vibrio campbellii,Vibrio vulnificus,0.19910,10,8,8.35
GCF_001969325.1,GCF_015168795.1,Vibrio campbellii,Vibrio cholerae,0.24070,11,5,9.41
GCF_001969325.1,GCF_015767675.1,Vibrio campbellii,Vibrio navarrensis,0.22049,10,9,8.35
GCF_001969325.1,GCF_019704255.1,Vibrio campbellii,Vibrio cholerae,0.24376,10,6,8.35
GCF_001969325.1,GCF_021397735.1,Vibrio campbellii,Vibrio harveyi,0.08386,11,6,9.41
GCF_001969325.1,GCF_021729985.1,Vibrio campbellii,Vibrio parahaemolyticus,0.13890,11,8,9.41
GCF_001969325.1,GCF_022343165.1,Vibrio campbellii,Vibrio alginolyticus,0.13401,11,9,9.41
GCF_001969325.1,GCF_022343185.1,Vibrio campbellii,Vibrio alginolyticus,0.13553,11,10,9.41
GCF_001969325.1,GCF_022453845.1,Vibrio campbellii,Vibrio campbellii,0.02483,15,14,13.29
GCF_001969325.1,GCF_023169625.1,Vibrio campbellii,Vibrio alginolyticus,0.13226,12,11,10.26
GCF_001969325.1,GCF_023650755.1,Vibrio campbellii,Vibrio sp. SCSIO 43097,0.13401,18,17,16.26
GCF_001969325.1,GCF_023716625.1,Vibrio campbellii,Vibrio sp. SCSIO 43153,0.08650,11,10,9.41
GCF_001969325.1,GCF_024971935.1,Vibrio campbellii,Vibrio harveyi,0.08405,13,12,11.43
GCF_001969325.1,GCF_026000495.1,Vibrio campbellii,Vibrio sp. STUT-A16,0.14534,10,6,8.35
GCF_001969325.1,GCF_026970915.1,Vibrio campbellii,Vibrio parahaemolyticus,0.11459,10,7,8.35
GCF_001969325.1,GCF_028743655.1,Vibrio campbellii,Vibrio campbellii,0.02374,10,8,8.35
GCF_001969325.1,GCF_028898625.1,Vibrio campbellii,Vibrio harveyi,0.08359,12,7,10.26
GCF_001969325.1,GCF_028898705.1,Vibrio campbellii,Vibrio harveyi,0.08480,10,7,8.35
GCF_001969325.1,GCF_029023705.1,Vibrio campbellii,Vibrio alginolyticus,0.13553,18,17,16.26
GCF_001969325.1,GCF_030388405.1,Vibrio campbellii,Vibrio harveyi,0.08552,15,14,13.29
GCF_001969325.1,GCF_032463505.1,Vibrio campbellii,Vibrio alginolyticus,0.13711,12,10,10.26
GCF_001969325.1,GCF_032841475.3,Vibrio campbellii,Vibrio cholerae,0.24070,10,8,8.35
GCF_001969325.1,GCF_034428235.1,Vibrio campbellii,Vibrio alfacsensis,0.13386,12,10,10.26
GCF_001969325.1,GCF_037997145.1,Vibrio campbellii,Vibrio harveyi,0.08591,12,9,10.26
GCF_001969325.1,GCF_038050815.1,Vibrio campbellii,Vibrio parahaemolyticus,0.11279,10,7,8.35
GCF_001969325.1,GCF_038050985.1,Vibrio campbellii,Vibrio parahaemolyticus,0.11261,10,7,8.35
GCF_001969325.1,GCF_038741195.1,Vibrio campbellii,Vibrio parahaemolyticus,0.12685,10,7,8.35
GCF_001969325.1,GCF_039542195.1,Vibrio campbellii,Vibrio harveyi,0.08359,10,8,8.35
GCF_001969325.1,GCF_042848055.1,Vibrio campbellii,Vibrio harveyi,0.08396,12,7,10.26
GCF_001969325.1,GCF_044496695.1,Vibrio campbellii,Vibrio campbellii,0.02065,23,21,21.19
GCF_001969325.1,GCF_045004265.1,Vibrio campbellii,Vibrio campbellii,0.01993,23,22,21.19
GCF_001969325.1,GCF_045004285.1,Vibrio campbellii,Vibrio campbellii,0.01993,24,23,22.24
GCF_001969325.1,GCF_045004295.1,Vibrio campbellii,Vibrio campbellii,0.01782,64,12,62.15
GCF_001969325.1,GCF_045004305.1,Vibrio campbellii,Vibrio campbellii,0.02004,15,13,13.29
GCF_001969325.1,GCF_045004315.1,Vibrio campbellii,Vibrio campbellii,0.02296,21,20,19.45
GCF_001969325.1,GCF_046850195.1,Vibrio campbellii,Vibrio aestuarianus subsp. francensis,0.21859,12,10,10.26
GCF_001969325.1,GCF_048914355.1,Vibrio campbellii,Vibrio parahaemolyticus,0.13538,10,7,8.35
GCF_001969325.1,GCF_049810405.1,Vibrio campbellii,Vibrio owensii,0.07742,10,8,8.35
GCF_001969325.1,GCF_049816175.1,Vibrio campbellii,Vibrio campbellii,0.02043,23,19,21.19
