family,n_genomes,n_species,n_proteins
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1164,1,1,1
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1166,1,1,1
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1169,1,1,1
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1171,1,1,1
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1175,1,1,1
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1181,1,1,1
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1182,1,1,1
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1187,1,1,1
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1196,5,2,5
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1198,1,1,1
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1201,1,1,1
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1204,1,1,1
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1205,3,1,3
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1207,1,1,1
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1208,1,1,1
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1210,2,1,2
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1211,1,1,1
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1212,1,1,1
GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1378,1,1,1
GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1379,2,2,2
GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1389,2,2,2
GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1394,1,1,1
GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1401,1,1,1
GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1405,1,1,1
GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1412,1,1,1
GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1418,1,1,1
GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1425,1,1,1
GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1430,1,1,1
GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1434,2,2,2
GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2008,1,1,1
GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2012,12,4,12
GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2018,4,3,4
GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2021,1,1,1
GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2024,4,3,4
GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2029,1,1,1
GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2030,1,1,1
GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2032,1,1,1
GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2035,1,1,1
GCF_052806215.1|NZ_CM127845.1|NZ_CM127845.1_857,3,2,3
GCF_052806215.1|NZ_CM127845.1|NZ_CM127845.1_871,3,1,3
GCF_052806215.1|NZ_CM127845.1|NZ_CM127845.1_872,2,1,2
GCF_052806215.1|NZ_CM127845.1|NZ_CM127845.1_873,2,1,2
GCF_052806215.1|NZ_CM127845.1|NZ_CM127845.1_878,2,1,2
GCF_052806215.1|NZ_CM127845.1|NZ_CM127845.1_898,2,1,2
GCF_052806215.1|NZ_CM127845.1|NZ_CM127845.1_900,2,1,2
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_1982,4,3,4
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_1985,2,1,2
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_1990,3,1,3
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2000,1,1,1
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2004,1,1,1
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2014,1,1,1
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2026,2,1,2
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2048,1,1,1
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2049,1,1,1
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2055,2,1,2
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2058,1,1,1
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2059,2,2,2
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2064,1,1,1
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2066,1,1,1
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2070,1,1,1
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2072,1,1,1
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2075,1,1,1
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2078,1,1,1
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2079,2,2,2
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2080,1,1,1
GCF_053202865.1|NZ_CM129926.1|NZ_CM129926.1_561,1,1,1
GCF_053202865.1|NZ_CM129926.1|NZ_CM129926.1_566,1,1,1
GCF_053202865.1|NZ_CM129926.1|NZ_CM129926.1_567,1,1,1
GCF_053202865.1|NZ_CM129926.1|NZ_CM129926.1_568,1,1,1
GCF_053202865.1|NZ_CM129926.1|NZ_CM129926.1_577,1,1,1
GCF_053220475.1|NZ_CM129938.1|NZ_CM129938.1_435,1,1,1
GCF_053220475.1|NZ_CM129938.1|NZ_CM129938.1_442,1,1,1
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_971,1,1,1
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_975,3,2,3
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_976,2,2,2
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_981,10,4,25
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_984,1,1,1
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_985,3,2,3
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_991,1,1,1
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_995,2,1,2
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_996,2,1,2
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1002,2,2,2
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1006,1,1,1
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1007,1,1,1
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1016,1,1,1
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1021,2,1,2
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1022,1,1,1
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1024,1,1,1
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1035,2,1,2
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1037,4,4,4
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1046,1,1,1
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1047,1,1,1
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1049,1,1,1
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1050,1,1,1
GCF_053220615.1|NZ_CM129952.1|NZ_CM129952.1_1005,1,1,1
GCF_053220635.1|NZ_CM129953.1|NZ_CM129953.1_629,2,1,2
GCF_053220655.1|NZ_CM129956.1|NZ_CM129956.1_578,2,2,2
GCF_053220655.1|NZ_CM129956.1|NZ_CM129956.1_579,4,3,6
GCF_053220675.1|NZ_CM129957.1|NZ_CM129957.1_2089,2,1,2
GCF_053220675.1|NZ_CM129957.1|NZ_CM129957.1_2090,2,1,2
GCF_053220675.1|NZ_CM129957.1|NZ_CM129957.1_2091,2,1,2
GCF_053220675.1|NZ_CM129958.1|NZ_CM129958.1_405,2,1,2
GCF_053903115.1|NZ_CP096429.1|NZ_CP096429.1_1215,1,1,1
GCF_053903115.1|NZ_CP096429.1|NZ_CP096429.1_1221,2,2,2
GCF_054053365.1|NZ_CM133228.1|NZ_CM133228.1_2259,1,1,1
GCF_054053365.1|NZ_CM133228.1|NZ_CM133228.1_2262,1,1,1
GCF_054053365.1|NZ_CM133228.1|NZ_CM133228.1_2263,1,1,1
GCF_054053365.1|NZ_CM133228.1|NZ_CM133228.1_2271,1,1,1
GCF_054053365.1|NZ_CM133228.1|NZ_CM133228.1_2276,2,2,2
GCF_054053365.1|NZ_CM133228.1|NZ_CM133228.1_2277,1,1,1
GCF_054053365.1|NZ_CM133228.1|NZ_CM133228.1_2278,1,1,1
GCF_054053365.1|NZ_CM133228.1|NZ_CM133228.1_2279,1,1,1
GCF_054053365.1|NZ_CM133228.1|NZ_CM133228.1_2282,2,2,2
GCF_054053365.1|NZ_CM133228.1|NZ_CM133228.1_2284,7,5,8
GCF_054053365.1|NZ_CM133228.1|NZ_CM133228.1_2289,2,2,2
GCF_054053365.1|NZ_CM133228.1|NZ_CM133228.1_2293,99,32,153
GCF_054053365.1|NZ_CM133228.1|NZ_CM133228.1_2295,7,5,8
GCF_054053395.1|NZ_CM133231.1|NZ_CM133231.1_375,1,1,1
GCF_054053395.1|NZ_CM133231.1|NZ_CM133231.1_465,1,1,1
GCF_054053395.1|NZ_CM133231.1|NZ_CM133231.1_466,1,1,1
GCF_054053395.1|NZ_CM133231.1|NZ_CM133231.1_467,1,1,1
GCF_054053395.1|NZ_CM133231.1|NZ_CM133231.1_468,1,1,1
GCF_054053395.1|NZ_CM133231.1|NZ_CM133231.1_471,2,2,2
GCF_054053395.1|NZ_CM133231.1|NZ_CM133231.1_472,2,2,2
GCF_054053395.1|NZ_CM133231.1|NZ_CM133231.1_473,2,2,2
GCF_054053395.1|NZ_CM133231.1|NZ_CM133231.1_630,1,1,1
GCF_054053395.1|NZ_CM133231.1|NZ_CM133231.1_631,1,1,1
GCF_054053395.1|NZ_CM133231.1|NZ_CM133231.1_632,2,2,2
GCF_054053395.1|NZ_CM133231.1|NZ_CM133231.1_633,1,1,1
GCF_054512795.1|NZ_CM137253.1|NZ_CM137253.1_1352,1,1,1
GCF_054512795.1|NZ_CM137254.1|NZ_CM137254.1_1374,1,1,1
GCF_054512795.1|NZ_CM137254.1|NZ_CM137254.1_1377,1,1,1
GCF_054512795.1|NZ_CM137254.1|NZ_CM137254.1_1378,2,2,2
GCF_054512795.1|NZ_CM137254.1|NZ_CM137254.1_1387,2,2,2
GCF_054512795.1|NZ_CM137254.1|NZ_CM137254.1_1388,1,1,1
GCF_054512795.1|NZ_JBTNLO010000004.1|NZ_JBTNLO010000004.1_45,2,1,2
GCF_054568155.3|NZ_CM137648.3|NZ_CM137648.3_1840,4,1,5
GCF_054906185.1|NZ_CP166973.1|NZ_CP166973.1_179,1,1,1
GCF_054906185.1|NZ_CP166973.1|NZ_CP166973.1_182,1,1,1
GCF_054906185.1|NZ_CP166973.1|NZ_CP166973.1_190,1,1,1
GCF_054906185.1|NZ_CP166973.1|NZ_CP166973.1_194,1,1,1
GCF_054906185.1|NZ_CP166973.1|NZ_CP166973.1_195,7,6,8
GCF_054906185.1|NZ_CP166973.1|NZ_CP166973.1_206,1,1,1
GCF_054906185.1|NZ_CP166973.1|NZ_CP166973.1_214,3,3,3
GCF_054906185.1|NZ_CP166973.1|NZ_CP166973.1_221,1,1,1
GCF_054906185.1|NZ_CP166973.1|NZ_CP166973.1_240,2,1,2
GCF_054906185.1|NZ_CP166973.1|NZ_CP166973.1_249,1,1,1
GCF_055389885.1|NZ_AP040272.1|NZ_AP040272.1_2768,3,2,3
GCF_055389885.1|NZ_AP040272.1|NZ_AP040272.1_2798,2,1,2
GCF_055389885.1|NZ_AP040272.1|NZ_AP040272.1_2799,2,1,2
GCF_055389885.1|NZ_AP040272.1|NZ_AP040272.1_2800,2,1,2
GCF_055389885.1|NZ_AP040272.1|NZ_AP040272.1_2803,3,2,3
GCF_055391395.1|NZ_AP029600.1|NZ_AP029600.1_13,2,1,2
GCF_055391395.1|NZ_AP029600.1|NZ_AP029600.1_19,2,1,2
GCF_055391395.1|NZ_AP029600.1|NZ_AP029600.1_20,2,1,2
GCF_055393305.1|NZ_AP043879.1|NZ_AP043879.1_1583,1,1,1
GCF_055393305.1|NZ_AP043879.1|NZ_AP043879.1_1598,2,2,2
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1212,1,1,1
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1214,2,2,3
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1220,4,3,4
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1223,1,1,1
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1227,1,1,1
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1229,2,1,2
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1234,1,1,1
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1239,2,1,2
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1242,1,1,1
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1254,102,15,135
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1261,2,2,2
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1265,2,2,2
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1269,1,1,1
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1275,2,2,2
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1281,1,1,1
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1282,1,1,1
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1291,1,1,1
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1296,1,1,1
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1307,1,1,1
GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1204,3,3,3
GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1206,1,1,1
GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1207,1,1,1
GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1218,2,1,2
GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1220,3,3,3
GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1222,5,4,5
GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1223,1,1,1
GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1236,53,14,56
GCF_056824445.1|NZ_CP103956.1|NZ_CP103956.1_1832,2,2,2
GCF_056824445.1|NZ_CP103956.1|NZ_CP103956.1_1833,1,1,1
GCF_056824445.1|NZ_CP103956.1|NZ_CP103956.1_1834,1,1,1
GCF_056824445.1|NZ_CP103956.1|NZ_CP103956.1_1837,1,1,1
GCF_056824445.1|NZ_CP103956.1|NZ_CP103956.1_1838,4,2,4
GCF_056824445.1|NZ_CP103956.1|NZ_CP103956.1_1845,1,1,1
GCF_056824445.1|NZ_CP103956.1|NZ_CP103956.1_1848,1,1,1
GCF_056824445.1|NZ_CP103956.1|NZ_CP103956.1_1859,1,1,1
GCF_056824445.1|NZ_CP103956.1|NZ_CP103956.1_1862,2,2,2
GCF_056824445.1|NZ_CP103957.1|NZ_CP103957.1_1440,1,1,1
GCF_056824445.1|NZ_CP103957.1|NZ_CP103957.1_1664,1,1,1
GCF_056824445.1|NZ_CP103957.1|NZ_CP103957.1_1666,1,1,1
GCF_056824445.1|NZ_CP103957.1|NZ_CP103957.1_1667,3,2,3
GCF_056824445.1|NZ_CP103957.1|NZ_CP103957.1_1669,1,1,1
GCF_056824445.1|NZ_CP103957.1|NZ_CP103957.1_1670,1,1,1
GCF_056824445.1|NZ_CP103957.1|NZ_CP103957.1_1671,2,2,2
GCF_056836685.1|NZ_JBXEKZ010000003.1|NZ_JBXEKZ010000003.1_63,2,2,2
GCF_056836685.1|NZ_JBXEKZ010000003.1|NZ_JBXEKZ010000003.1_64,2,2,2
GCF_056836685.1|NZ_JBXEKZ010000003.1|NZ_JBXEKZ010000003.1_65,3,3,3
GCF_056892265.1|NZ_CP092731.1|NZ_CP092731.1_1209,2,2,2
GCF_056892265.1|NZ_CP092731.1|NZ_CP092731.1_1211,2,2,2
GCF_056892265.1|NZ_CP092731.1|NZ_CP092731.1_1212,2,2,2
GCF_056892265.1|NZ_CP092731.1|NZ_CP092731.1_1214,4,2,4
GCF_056892265.1|NZ_CP092731.1|NZ_CP092731.1_1221,1,1,1
GCF_056892265.1|NZ_CP092731.1|NZ_CP092731.1_1226,4,3,4
GCF_056892265.1|NZ_CP092731.1|NZ_CP092731.1_1232,2,1,2
GCF_056934295.1|NZ_CM167798.1|NZ_CM167798.1_2983,1,1,1
GCF_056934295.1|NZ_CM167798.1|NZ_CM167798.1_3048,1,1,1
GCF_056934295.1|NZ_CM167798.1|NZ_CM167798.1_3051,1,1,1
GCF_056934295.1|NZ_CM167798.1|NZ_CM167798.1_3069,2,1,2
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1078,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1082,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1083,5,4,5
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1084,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1087,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1088,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1090,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1091,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1095,23,13,32
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1096,5,1,5
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1097,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1099,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1102,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1105,2,2,2
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1113,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1117,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1118,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1120,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1127,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1128,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1130,2,2,3
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1132,1,1,2
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1133,1,1,2
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1134,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1135,1,1,1
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1136,2,2,2
GCF_057368435.1|NZ_CM170639.1|NZ_CM170639.1_1137,1,1,1
GCF_057368455.1|NZ_CM170640.1|NZ_CM170640.1_1412,1,1,1
GCF_057368455.1|NZ_CM170640.1|NZ_CM170640.1_1413,1,1,1
GCF_057368455.1|NZ_CM170640.1|NZ_CM170640.1_1415,1,1,1
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_935,3,1,3
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_940,2,2,3
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_942,4,2,4
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_943,1,1,1
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_944,1,1,1
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_945,1,1,1
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_947,5,3,6
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_948,1,1,1
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_950,2,2,2
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_955,1,1,1
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_956,1,1,1
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_957,1,1,1
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_963,1,1,1
GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_964,1,1,1
GCF_057368525.1|NZ_CM170647.1|NZ_CM170647.1_101,1,1,1
GCF_057368525.1|NZ_CM170647.1|NZ_CM170647.1_108,1,1,1
GCF_057368525.1|NZ_CM170647.1|NZ_CM170647.1_109,1,1,1
GCF_057368525.1|NZ_CM170647.1|NZ_CM170647.1_114,1,1,1
GCF_057368525.1|NZ_CM170647.1|NZ_CM170647.1_117,1,1,1
GCF_057368525.1|NZ_CM170647.1|NZ_CM170647.1_118,1,1,1
GCF_057368525.1|NZ_CM170647.1|NZ_CM170647.1_121,1,1,2
GCF_057368525.1|NZ_CM170647.1|NZ_CM170647.1_123,1,1,1
GCF_057368525.1|NZ_CM170647.1|NZ_CM170647.1_128,2,2,2
GCF_057368525.1|NZ_CM170647.1|NZ_CM170647.1_135,1,1,2
GCF_057368555.1|NZ_CM170650.1|NZ_CM170650.1_1402,1,1,1
GCF_057368555.1|NZ_CM170650.1|NZ_CM170650.1_1404,1,1,1
GCF_057368555.1|NZ_CM170650.1|NZ_CM170650.1_1405,9,6,17
GCF_057368555.1|NZ_CM170650.1|NZ_CM170650.1_1406,3,3,3
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_54,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_58,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_60,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_64,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_67,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_69,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_75,5,5,5
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_78,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_88,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_89,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_90,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_92,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_93,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_95,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_96,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_97,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_98,1,1,1
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_106,2,2,2
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_107,10,4,10
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_108,1,1,1
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_976,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_978,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_980,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_981,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_983,8,6,8
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_984,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_985,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_991,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_992,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_994,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_995,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_997,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_999,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1002,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1004,8,3,8
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1005,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1016,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1021,3,2,3
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1037,4,3,4
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1041,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1042,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1044,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1045,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1049,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1053,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1056,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1059,3,2,3
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1060,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1061,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1064,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1065,3,2,3
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1069,2,1,2
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1070,2,1,2
GCF_057418855.1|NZ_CP166930.1|NZ_CP166930.1_1130,2,1,2
GCF_057418865.1|NZ_CP166932.1|NZ_CP166932.1_1485,1,1,1
GCF_057418865.1|NZ_CP166932.1|NZ_CP166932.1_1486,1,1,1
GCF_057418865.1|NZ_CP166932.1|NZ_CP166932.1_1487,2,1,2
GCF_057418875.1|NZ_CP166935.1|NZ_CP166935.1_572,1,1,1
GCF_057418875.1|NZ_CP166935.1|NZ_CP166935.1_575,2,2,2
GCF_057418875.1|NZ_CP166935.1|NZ_CP166935.1_577,1,1,1
GCF_057418875.1|NZ_CP166935.1|NZ_CP166935.1_578,1,1,1
GCF_057418885.1|NZ_CP166937.1|NZ_CP166937.1_559,1,1,1
GCF_057418885.1|NZ_CP166937.1|NZ_CP166937.1_560,1,1,1
GCF_057418885.1|NZ_CP166937.1|NZ_CP166937.1_562,1,1,1
GCF_057418885.1|NZ_CP166937.1|NZ_CP166937.1_563,1,1,1
GCF_057418905.1|NZ_CP166944.1|NZ_CP166944.1_1634,1,1,1
GCF_057418905.1|NZ_CP166944.1|NZ_CP166944.1_1938,1,1,1
GCF_057418905.1|NZ_CP166944.1|NZ_CP166944.1_1943,5,5,5
GCF_057418915.1|NZ_CP166946.1|NZ_CP166946.1_1567,1,1,1
GCF_057418915.1|NZ_CP166946.1|NZ_CP166946.1_1568,2,2,2
